doi,title,author,year,abstract,type
10.1016/j.jclinepi.2017.03.002,"The PEDro scale had acceptably high convergent validity, construct validity, and interrater reliability in evaluating methodological quality of pharmaceutical trials",Tie Parma Yamato; Chris Maher; Bart Koes; Anne Moseley,2017,,journal-article
10.1136/bmj.n2061,A new framework for developing and evaluating complex interventions: update of Medical Research Council guidance,Kathryn Skivington; Lynsay Matthews; Sharon Anne Simpson; Peter Craig; Janis Baird; Jane M Blazeby; Kathleen Anne Boyd; Neil Craig; David P French; Emma McIntosh; Mark Petticrew; Jo Rycroft-Malone; Martin White; Laurence Moore,2021,,journal-article
10.1037/0022-006x.71.6.973,Establishing Specificity in Psychotherapy: A Meta-Analysis of Structural Equivalence of Placebo Controls.,Thomas W. Baskin; Sandy Callen Tierney; Takuya Minami; Bruce E. Wampold,2003,,journal-article
10.1002/nur.21870,Essential considerations in developing attention control groups in behavioral research,Dawn M. Aycock; Matthew J. Hayat; Ashley Helvig; Sandra B. Dunbar; Patricia C. Clark,2018,"<jats:title>ABSTRACT</jats:title><jats:sec><jats:label/><jats:p>Attention control groups strengthen randomized controlled trials of behavioral interventions, but researchers need to give careful consideration to the attention control activities. A comparative effectiveness research framework provides an ideal opportunity for an attention control group as a supplement to standard care, so participants potentially receive benefit regardless of group assignment. The anticipated benefit of the control condition must be independent of the study outcome. Resources needed for attention control activities need to be carefully considered and ethical considerations carefully weighed. In this paper we address nine considerations for the design and implementation of attention control groups: (1) ensure attention control activities are not associated with the outcome; (2) avoid contamination of the intervention or control group; (3) design comparable control and intervention activities; (4) ensure researcher training to adequately administer both treatment arms; (5) design control activities to be interesting and acceptable to participants; (6) evaluate attention control activities; (7) consider additional resources needed to implement attention control activities; (8) quantifying the effects of attention control and intervention groups; and (9) ethical considerations with attention control groups. Examples from the literature and ongoing research are presented. Careful planning for the attention control group is as important as for the intervention group. Researchers can use the considerations presented here to assist in planning for the best attention control group for their study.</jats:p></jats:sec>",journal-article
10.1016/j.apmr.2011.11.039,Design and Implementation of Clinical Trials in Rehabilitation Research,Tessa Hart; Emilia Bagiella,2012,,journal-article
10.1080/17461391.2018.1496144,"Consensus statement on placebo effects in sports and exercise: The need for conceptual clarity, methodological rigour, and the elucidation of neurobiological mechanisms",Christopher Beedie; Fabrizio Benedetti; Diletta Barbiani; Eleanora Camerone; Emma Cohen; Damian Coleman; Arran Davis; Charlotte Elsworth‐Edelsten; Elliott Flowers; Abby Foad; Simon Harvey; Florentina Hettinga; Philip Hurst; Andrew Lane; Jacob Lindheimer; John Raglin; Bart Roelands; Lieke Schiphof‐Godart; Attila Szabo,2018,"<jats:title>Abstract</jats:title><jats:p>In June 2017 a group of experts in anthropology, biology, kinesiology, neuroscience, physiology, and psychology convened in Canterbury, UK, to address questions relating to the placebo effect in sport and exercise. The event was supported exclusively by Quality Related (QR) funding from the Higher Education Funding Council for England (HEFCE). The funder did not influence the content or conclusions of the group. No competing interests were declared by any delegate. During the meeting and in follow‐up correspondence, all delegates agreed the need to communicate the outcomes of the meeting via a brief consensus statement. The two specific aims of this statement are to encourage researchers in sport and exercise science to</jats:p><jats:p>1. Where possible, adopt research methods that more effectively elucidate the role of the brain in mediating the effects of treatments and interventions.</jats:p><jats:p>2. Where possible, adopt methods that factor for and/or quantify placebo effects that could explain a percentage of inter‐individual variability in response to treatments and intervention.</jats:p>",journal-article
10.1177/1740774520910365,Towards more credible shams for physical interventions: A Delphi survey,Felicity A Braithwaite; Julie L Walters; G Lorimer Moseley; Marie T Williams; Maureen P McEvoy,2020,"<jats:sec>
                    <jats:title>Background/Aims:</jats:title>
                    <jats:p>In clinical trials of physical interventions, participant blinding is often poorly addressed and therapist blinding routinely omitted. This situation presents a substantial barrier to moving the field forward. Improving the success of blinding will be a vital step towards determining the true mechanisms of physical interventions. We used a Delphi approach to identify important elements of shams for physical interventions to maximise the likelihood of participant and therapist blinding in clinical trials.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Methods:</jats:title>
                    <jats:p>Two expert groups were recruited: (1) experts in research methodology and (2) experts in deceptive and/or hypnotic techniques including magic. Magicians were included because they were considered a potentially rich source of innovation for developing credible shams due to their unique skills in altering perceptions and beliefs. Three rounds of survey were conducted, commencing with an open-ended question. Responses were converted to single ‘items’, which participants rated in the following two rounds using a 9-point Likert scale, categorised as ‘Not important’ (0–3), ‘Depends’ (4–6) and ‘Essential’ (7–9). Consensus was pre-defined as ≥80% agreement within a 3-point category.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results:</jats:title>
                    <jats:p>Thirty-eight experts agreed to participate (research methodology: n = 22; deceptive and/or hypnotic techniques: n = 16), and 30 experts responded to at least one round (research methodology: n = 19; deceptive and/or hypnotic techniques: n = 11). Of 79 items, five reached consensus in the ‘Essential’ category in both groups, which related to beliefs of participants ( n = 3 items), interactions with researchers ( n = 1 item) and standardisation of clinical assessments ( n = 1 item). Thirteen additional items reached consensus in the ‘Essential’ category in one group. Experts in research methodology had one additional item reach consensus, related to authentic delivery of study information. The remaining 12 additional items that reached consensus in the deceptive and/or hypnotic techniques group related mainly to therapist attitude and behaviour and the clinical interaction.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusion:</jats:title>
                    <jats:p>Experts agreed that, for shams to be believable, consideration of cognitive influences is essential. Contrary to the focus of previous shams for physical interventions, replicating the tactile sensation of the active treatment was not considered an essential part of sham development. Therefore, when designing sham-controlled clinical trials, researchers should carefully consider the cognitive credibility of the entire intervention experience, and not just the indistinguishability of the sham intervention itself. The findings provide new guidance to researchers on important contributors to blinding in physical intervention trials.</jats:p>
                  </jats:sec>",journal-article
10.1016/j.ijosm.2021.10.003,Overcoming placebo-related challenges in manual therapy trials: The ‘whats and hows’ and the ‘touch equality assumption’ proposals,Giandomenico D'Alessandro; Nuria Ruffini; Alessio Iacopini; Marco Annoni; Joe Kossowsky; Francesco Cerritelli,2021,,journal-article
10.1136/bmjebm-2020-111407,Blinding in randomised clinical trials of psychological interventions: a retrospective study of published trial reports,Sophie Juul; Christian Gluud; Sebastian Simonsen; Frederik Weischer Frandsen; Irving Kirsch; Janus Christian Jakobsen,2020,"<jats:sec>
                    <jats:title>Objectives</jats:title>
                    <jats:p>To study the extent of blinding in randomised clinical trials of psychological interventions and the interpretative considerations if randomised clinical trials are not blinded.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Design</jats:title>
                    <jats:p>Retrospective study of trial reports published in six high impact factor journals within the field of psychiatry in 2017 and 2018.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Setting</jats:title>
                    <jats:p>
                      Trial reports published in
                      <jats:italic>World Psychiatry</jats:italic>
                      ,
                      <jats:italic>JAMA Psychiatry</jats:italic>
                      ,
                      <jats:italic>Lancet Psychiatry</jats:italic>
                      ,
                      <jats:italic>American Journal of Psychiatry</jats:italic>
                      ,
                      <jats:italic>British Journal of Psychiatry</jats:italic>
                      , or
                      <jats:italic>Psychotherapy and Psychosomatics</jats:italic>
                      .
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Main outcome measures</jats:title>
                    <jats:p>Blinding status of participants, treatment providers, outcome assessors, data managers, the data safety and monitoring committee, statisticians and conclusion makers, if trialists rejected the null hypothesis on the primary outcome measure, and if trialists discussed the potential bias risk from lack of blinding in the published trial report.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>63 randomised clinical trials of psychological interventions were identified. None (0%; 95% CI 0% to 5.75%) of the trials reported blinding of all possible key persons. 37 (58.7%; 95% CI 46.42% to 70.04%) trials reported blinding of outcome assessors. Two (3.2%; 95% CI 0.87% to 10.86%) trials reported blinding of participants. Two (3.2%; 95% CI 0.87% to 10.86%) trials reported blinding of data managers. Three (4.8%; 95% CI 1.63% to 13.09%) trials reported blinding of statisticians. None of the trials reported blinding of treatment providers, the data safety and monitoring committee, and conclusion makers. 45 (71.4%; 95% CI 59.30% to 81.10%) trials rejected the null hypothesis on the primary outcome(s). 13 (20.7%; 95% CI 12.48% to 32.17%) trials discussed the potential bias risk from lack of blinding in the published trial report.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusions</jats:title>
                    <jats:p>Blinding of key persons involved in randomised clinical trials of psychological interventions is rarely sufficiently documented. The possible interpretative limitations are only rarely considered. There is a need of randomised clinical trials of psychological interventions with documented blinding attempts of all possible key persons.</jats:p>
                  </jats:sec>",journal-article
10.1097/j.pain.0000000000002723,"Blinding and sham control methods in trials of physical, psychological, and self-management interventions for pain (article I): a systematic review and description of methods",David Hohenschurz-Schmidt; Jerry Draper-Rodi; Lene Vase; Whitney Scott; Alison McGregor; Nadia Soliman; Andrew MacMillan; Axel Olivier; Cybill Ann Cherian; Daniel Corcoran; Hilary Abbey; Sascha Freigang; Jessica Chan; Jules Phalip; Lea Nørgaard Sørensen; Maite Delafin; Margarida Baptista; Naomi R. Medforth; Nuria Ruffini; Stephanie Skøtt Andresen; Sylvain Ytier; Dorota Ali; Harriet Hobday; Anak Agung Ngurah Agung Adhiyoga Santosa; Jan Vollert; Andrew S.C. Rice,2022,"<jats:title>Abstract</jats:title>
          <jats:p>Blinding is challenging in randomised controlled trials of physical, psychological, and self-management therapies for pain, mainly because of their complex and participatory nature. To develop standards for the design, implementation, and reporting of control interventions in efficacy and mechanistic trials, a systematic overview of currently used sham interventions and other blinding methods was required. Twelve databases were searched for placebo or sham-controlled randomised clinical trials of physical, psychological, and self-management treatments in a clinical pain population. Screening and data extraction were performed in duplicate, and trial features, description of control methods, and their similarity to the active intervention under investigation were extracted (protocol registration ID: CRD42020206590). The review included 198 unique control interventions, published between 2008 and December 2021. Most trials studied people with chronic pain, and more than half were manual therapy trials. The described control interventions ranged from clearly modelled based on the active treatment to largely dissimilar control interventions. Similarity between control and active interventions was more frequent for certain aspects (eg, duration and frequency of treatments) than others (eg, physical treatment procedures and patient sensory experiences). We also provide an overview of additional, potentially useful methods to enhance blinding, as well as the reporting of processes involved in developing control interventions. A comprehensive picture of prevalent blinding methods is provided, including a detailed assessment of the resemblance between active and control interventions. These findings can inform future developments of control interventions in efficacy and mechanistic trials and best-practice recommendations.</jats:p>",journal-article
10.1016/j.pedneo.2019.05.003,"What happened to the principle of equipoise in the planning, designing and conducting of placebo-controlled trials for neonatal procedural pain?",Mariana Bueno; Denise Harrison,2019,,journal-article
10.1111/acps.12275,Waiting list may be a nocebo condition in psychotherapy trials: a contribution from network meta‐analysis,T. A. Furukawa; H. Noma; D. M. Caldwell; M. Honyashiki; K. Shinohara; H. Imai; P. Chen; V. Hunot; R. Churchill,2014,"<jats:sec>
                    <jats:title>Objective</jats:title>
                    <jats:p>
                      Various control conditions have been employed in psychotherapy trials, but there is growing suspicion that they may lead to different effect size estimates. The present study aims to examine the differences among control conditions including waiting list (
                      <jats:styled-content style=""fixed-case"">WL</jats:styled-content>
                      ), no treatment (
                      <jats:styled-content style=""fixed-case"">NT</jats:styled-content>
                      ) and psychological
                      <jats:italic>placebo</jats:italic>
                      (
                      <jats:styled-content style=""fixed-case"">PP</jats:styled-content>
                      ).
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Method</jats:title>
                    <jats:p>
                      We comprehensively searched for all randomized controlled trials (
                      <jats:styled-content style=""fixed-case"">RCT</jats:styled-content>
                      s) comparing cognitive‐behaviour therapies (
                      <jats:styled-content style=""fixed-case"">CBT</jats:styled-content>
                      ) against various control conditions in the acute phase treatment of depression, and applied network meta‐analysis (NMA) to combine all direct and indirect comparisons among the treatment and control arms.
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>
                      We identified 49
                      <jats:styled-content style=""fixed-case"">RCT</jats:styled-content>
                      s (2730 participants) comparing
                      <jats:styled-content style=""fixed-case"">WL</jats:styled-content>
                      ,
                      <jats:styled-content style=""fixed-case"">NT</jats:styled-content>
                      ,
                      <jats:styled-content style=""fixed-case"">PP</jats:styled-content>
                      and
                      <jats:styled-content style=""fixed-case"">CBT</jats:styled-content>
                      . This network of evidence was consistent, and the effect size estimates for
                      <jats:styled-content style=""fixed-case"">CBT</jats:styled-content>
                      were substantively different depending on the control condition. The odds ratio of response for
                      <jats:styled-content style=""fixed-case"">NT</jats:styled-content>
                      over
                      <jats:styled-content style=""fixed-case"">WL</jats:styled-content>
                      was statistically significant at 2.9 (95%
                      <jats:styled-content style=""fixed-case"">CI</jats:styled-content>
                      : 1.3–5.7). However, the quality of evidence, including publication bias, was less than ideal and none of the preplanned sensitivity analyses limiting to high‐quality studies could be conducted, while findings of significant differences did not persist in
                      <jats:italic>post hoc</jats:italic>
                      sensitivity analyses trying to adjust for publication bias.
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusion</jats:title>
                    <jats:p>There may be important differences in control conditions currently used in psychotherapy trials.</jats:p>
                  </jats:sec>",journal-article
10.1097/psy.0b013e3182765dd2,Can Attention Control Conditions Have Detrimental Effects on Behavioral Medicine Randomized Trials?,Sherry L. Pagoto; Mary M. McDermott; George Reed; Philip Greenland; Kathy M. Mazor; Judith K. Ockene; Matt Whited; Kristin Schneider; Brad Appelhans; Kathy Leung; Philip Merriam; Ira Ockene,2013,,journal-article
10.1515/jom-2020-0320,Performing and interpreting randomized clinical trials,David Hohenschurz-Schmidt; Jan Vollert; Steven Vogel; Andrew S.C. Rice; Jerry Draper-Rodi,2021,,journal-article
10.1001/jamapsychiatry.2021.3963,Dissimilar Control Interventions in Clinical Trials Undermine Interpretability,David Hohenschurz-Schmidt; Jerry Draper-Rodi; Lene Vase,2022,,journal-article
10.1136/bmj.h2147,The PRECIS-2 tool: designing trials that are fit for purpose,K. Loudon; S. Treweek; F. Sullivan; P. Donnan; K. E. Thorpe; M. Zwarenstein,2015,,journal-article
10.1016/j.jclinepi.2008.12.011,A pragmatic–explanatory continuum indicator summary (PRECIS): a tool to help trial designers,Kevin E. Thorpe; Merrick Zwarenstein; Andrew D. Oxman; Shaun Treweek; Curt D. Furberg; Douglas G. Altman; Sean Tunis; Eduardo Bergel; Ian Harvey; David J. Magid; Kalipso Chalkidou,2009,,journal-article
10.1097/j.pain.0000000000002730,"Blinding and sham control methods in trials of physical, psychological, and self-management interventions for pain (article II): a meta-analysis relating methods to trial results",David Hohenschurz-Schmidt; Jerry Draper-Rodi; Lene Vase; Whitney Scott; Alison McGregor; Nadia Soliman; Andrew MacMillan; Axel Olivier; Cybill Ann Cherian; Daniel Corcoran; Hilary Abbey; Sascha Freigang; Jessica Chan; Jules Phalip; Lea Nørgaard Sørensen; Maite Delafin; Margarida Baptista; Naomi R. Medforth; Nuria Ruffini; Stephanie Skøtt Andresen; Sylvain Ytier; Dorota Ali; Harriet Hobday; Anak Agung Ngurah Agung Adhiyoga Santosa; Jan Vollert; Andrew S.C. Rice,2022,"<jats:title>Abstract</jats:title>
          <jats:p>Sham interventions in randomized clinical trials (RCTs) of physical, psychological, and self-management (PPS) therapies for pain are highly variable in design and believed to contribute to poor internal validity. However, it has not been formally tested whether the extent to which sham controls resemble the treatment under investigation consistently affects trial outcomes, such as effect sizes, differential attrition, participant expectancy, and blinding effectiveness. Placebo- or sham-controlled RCTs of PPS interventions of clinical pain populations were searched in 12 databases. The similarity of control interventions to the experimental treatment was rated across 25 features. Meta-regression analyses assessed putative links between employed control interventions, observed effect sizes in pain-related outcomes, attrition, and blinding success. The sample included 198 unique control interventions, dominated by manual therapy and chronic musculoskeletal pain research. Meta-analyses indicated small-to-moderate benefits of active treatments over control interventions, across subgroups of manual therapies, exercise, and rehabilitation, and psychological intervention trials. Multiple meta-regression modelling demonstrated that similarity between sham control and tested interventions predicted variability in pain-related outcomes, attrition, and blinding effectiveness. Influential variables were differences relating to the extent of intervention exposure, participant experience, and treatment environments. The results support the supposed link between blinding methods and effect sizes, based on a large and systematically sourced overview of methods. However, challenges to effective blinding are complex and often difficult to discern from trial reports. Nonetheless, these insights have the potential to change trial design, conduct, and reporting and will inform guideline development.</jats:p>",journal-article
10.1177/0269216317690685,Guidance on Conducting and REporting DElphi Studies (CREDES) in palliative care: Recommendations based on a methodological systematic review,Saskia Jünger; Sheila A Payne; Jenny Brine; Lukas Radbruch; Sarah G Brearley,2017,"<jats:sec>
                    <jats:title>Background:</jats:title>
                    <jats:p>The Delphi technique is widely used for the development of guidance in palliative care, having impact on decisions with relevance for patient care.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Aim:</jats:title>
                    <jats:p>To systematically examine the application of the Delphi technique for the development of best practice guidelines in palliative care.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Design:</jats:title>
                    <jats:p>A methodological systematic review was undertaken using the databases PubMed, CINAHL, Web of Science, Academic Search Complete and EMBASE.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Data sources:</jats:title>
                    <jats:p>Original articles (English language) were included when reporting on empirical studies that had used the Delphi technique to develop guidance for good clinical practice in palliative care. Data extraction included a quality appraisal on the rigour in conduct of the studies and the quality of reporting.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results:</jats:title>
                    <jats:p>A total of 30 empirical studies (1997–2015) were considered for full-text analysis. Considerable differences were identified regarding the rigour of the design and the reporting of essential process and outcome parameters. Furthermore, discrepancies regarding the use of terms for describing the method were observed, for example, concerning the understanding of a ‘round’ or a ‘modified Delphi study’.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusion:</jats:title>
                    <jats:p>Substantial variation was found concerning the quality of the study conduct and the transparency of reporting of Delphi studies used for the development of best practice guidance in palliative care. Since credibility of the resulting recommendations depends on the rigorous use of the Delphi technique, there is a need for consistency and quality both in the conduct and reporting of studies. To allow a critical appraisal of the methodology and the resulting guidance, a reporting standard for Conducting and REporting of DElphi Studies (CREDES) is proposed.</jats:p>
                  </jats:sec>",journal-article
10.1371/journal.pmed.1000217,Guidance for Developers of Health Research Reporting Guidelines,David Moher; Kenneth F. Schulz; Iveta Simera; Douglas G. Altman,2010,,journal-article
10.1016/j.physio.2019.11.004,Towards more homogenous and rigorous methods in sham-controlled dry needling trials: two Delphi surveys,Felicity A. Braithwaite; Julie L. Walters; G. Lorimer Moseley; Marie T. Williams; Maureen P. McEvoy,2020,,journal-article
10.1038/srep11774,Validation of Placebo in a Manual Therapy Randomized Controlled Trial,Aleksander Chaibi; Jūratė Šaltytė Benth; Michael Bjørn Russell,2015,"<jats:title>Abstract</jats:title><jats:p>At present, no consensus exists among clinical and academic experts regarding an appropriate placebo for randomized controlled trials (RCTs) of spinal manipulative therapy (SMT). Therefore, we investigated whether it was possible to conduct a chiropractic manual-therapy RCT with placebo. Seventy migraineurs were randomized to a single-blinded placebo-controlled clinical trial that consisted of 12 treatment sessions over 3 months. The participants were randomized to chiropractic SMT or placebo (sham manipulation). After each session, the participants were surveyed on whether they thought they had undergone active treatment (“yes” or “no”) and how strongly they believed that active treatment was received (numeric rating scale 0–10). The outcome measures included the rate of successful blinding and the certitude of the participants’ beliefs in both treatment groups. At each treatment session, more than 80% of the participants believed that they had undergone active treatment, regardless of group allocation. The odds ratio for believing that active treatment was received was &gt;10 for all treatment sessions in both groups (all p &lt; 0.001). The blinding was maintained throughout the RCT. Our results strongly demonstrate that it is possible to conduct a single-blinded manual-therapy RCT with placebo and to maintain the blinding throughout 12 treatment sessions given over 3 months.</jats:p>",journal-article
10.7326/m17-0046,CONSORT Statement for Randomized Trials of Nonpharmacologic Treatments: A 2017 Update and a CONSORT Extension for Nonpharmacologic Trial Abstracts,Isabelle Boutron; Douglas G. Altman; David Moher; Kenneth F. Schulz; Philippe Ravaud; for the CONSORT NPT Group*,2017,,journal-article
10.1016/j.spinee.2016.11.003,"The quality of placebos used in randomized, controlled trials of lumbar and pelvic joint thrust manipulation—a systematic review",Aaron A. Puhl; Christine J Reinhart; Jon B. Doan; Howard Vernon,2017,,journal-article
10.1371/journal.pmed.1003294,TIDieR-Placebo: A guide and checklist for reporting placebo and sham controls,Jeremy Howick; Rebecca K. Webster; Jonathan L. Rees; Richard Turner; Helen Macdonald; Amy Price; Andrea W. M. Evers; Felicity Bishop; Gary S. Collins; Klara Bokelmann; Sally Hopewell; André Knottnerus; Sarah Lamb; Claire Madigan; Vitaly Napadow; Andrew N. Papanikitas; Tammy Hoffmann,2020,,journal-article
10.1002/wps.20238,How important are the common factors in psychotherapy? An update,Bruce E. Wampold,2015,"<jats:p>The common factors have a long history in the field of psychotherapy theory, research and practice. To understand the evidence supporting them as important therapeutic elements, the contextual model of psychotherapy is outlined. Then the evidence, primarily from meta‐analyses, is presented for particular common factors, including alliance, empathy, expectations, cultural adaptation, and therapist differences. Then the evidence for four factors related to specificity, including treatment differences, specific ingredients, adherence, and competence, is presented. The evidence supports the conclusion that the common factors are important for producing the benefits of psychotherapy.</jats:p>",journal-article
10.1007/s11229-015-1001-0,The relativity of ‘placebos’: defending a modified version of Grünbaum’s definition,Jeremy Howick,2016,,journal-article
10.1159/000490354,Implications of Placebo and Nocebo Effects for Clinical Practice: Expert Consensus,Andrea W.M. Evers; Luana Colloca; Charlotte Blease; Marco Annoni; Lauren Y. Atlas; Fabrizio Benedetti; Ulrike Bingel; Christian Büchel; Claudia Carvalho; Ben Colagiuri; Alia J. Crum; Paul Enck; Jens Gaab; Andrew L. Geers; Jeremy Howick; Karin B. Jensen; Irving Kirsch; Karin Meissner; Vitaly Napadow; Kaya J. Peerdeman; Amir Raz; Winfried Rief; Lene Vase; Tor D. Wager; Bruce E. Wampold; Katja Weimer; Katja Wiech; Ted J. Kaptchuk; Regine Klinger; John M. Kelley,2018,"<jats:p>&lt;b&gt;&lt;i&gt;Background:&lt;/i&gt;&lt;/b&gt; Placebo and nocebo effects occur in clinical or laboratory medical contexts after administration of an inert treatment or as part of active treatments and are due to psychobiological mechanisms such as expectancies of the patient. Placebo and nocebo studies have evolved from predominantly methodological research into a far-reaching interdisciplinary field that is unravelling the neurobiological, behavioural and clinical underpinnings of these phenomena in a broad variety of medical conditions. As a consequence, there is an increasing demand from health professionals to develop expert recommendations about evidence-based and ethical use of placebo and nocebo effects for clinical practice. &lt;b&gt;&lt;i&gt;Methods:&lt;/i&gt;&lt;/b&gt; A survey and interdisciplinary expert meeting by invitation was organized as part of the 1st Society for Interdisciplinary Placebo Studies (SIPS) conference in 2017. Twenty-nine internationally recognized placebo researchers participated. &lt;b&gt;&lt;i&gt;Results:&lt;/i&gt;&lt;/b&gt; There was consensus that maximizing placebo effects and minimizing nocebo effects should lead to better treatment outcomes with fewer side effects. Experts particularly agreed on the importance of informing patients about placebo and nocebo effects and training health professionals in patient-clinician communication to maximize placebo and minimize nocebo effects. &lt;b&gt;&lt;i&gt;Conclusions:&lt;/i&gt;&lt;/b&gt; The current paper forms a first step towards developing evidence-based and ethical recommendations about the implications of placebo and nocebo research for medical practice, based on the current state of evidence and the consensus of experts. Future research might focus on how to implement these recommendations, including how to optimize conditions for educating patients about placebo and nocebo effects and providing training for the implementation in clinical practice.</jats:p>",journal-article
10.1056/nejmra1907805,Placebo and Nocebo Effects,Luana Colloca; Arthur J. Barsky,2020,,journal-article
10.1093/oso/9780198843177.001.0001,Placebo Effects,Fabrizio Benedetti,2020,"<jats:title>Abstract</jats:title>
               <jats:p>The book Placebo Effects: Understanding the Other Side of Medical Care examines the importance and the role of placebos across all medical conditions. This book offers a comprehensive description of all aspects of placebo research, a discipline that is now becoming a melting pot of concepts and ideas for medicine and neuroscience. A modern approach to the placebo effect and medical care is emphasized and highlighted across a variety of conditions. The first part sets the stage for a better understanding of placebo effects. To do this, it approaches medical care from an evolutionary and neuroscientific perspective, which helps understand the other side of medical care; that is, the psychosocial component. In the second part, old and new concepts and findings are described, so as to improve understanding of the specific conditions treated in the following chapters. The third part is dedicated to the most studied conditions, such as pain, motor disorders, depression, the immune and endocrine systems, and the fourth part describes those conditions that have been investigated much less, such as the cardiovascular, respiratory, gastrointestinal and genitourinary systems. All clinical, ethical, and methodological problems and implications related to the placebo effect are discussed in the fifth part, whereas other conditions outside the healing context, such as sport and social psychology, are briefly described in the sixth part.</jats:p>",edited-book
10.1146/annurev-pharmtox-052120-104536,"Thirty Years of Neuroscientific Investigation of Placebo and Nocebo: The Interesting, the Good, and the Bad",Fabrizio Benedetti; Elisa Frisaldi; Aziz Shaibani,2022,"<jats:p>Over the past 30 years there has been a surge of research on the placebo effect using a neuroscientific approach. The interesting aspects of this effort are related to the identification of several biological mechanisms of both the placebo and nocebo effects, the latter of which is defined as a negative placebo effect. Some important translational implications have emerged both in the setting of clinical trials and in routine medical practice. One of the principal contributions of neuroscience has been to draw the attention of the scientific and medical communities to the important role of psychobiological factors in therapeutic outcomes, be they drug related or not. Indeed, many biological mechanisms triggered by placebos and nocebos resemble those modulated by drugs, suggesting a possible interaction between psychological factors and drug action. Unfortunately, this new knowledge regarding placebos has the potential of being dangerously exploited by pseudoscience.</jats:p>",journal-article
10.1093/rheumatology/kev328,Recommendations for the conduct of efficacy trials of treatment devices for osteoarthritis: a report from a working group of the Arthritis Research UK Osteoarthritis and Crystal Diseases Clinical Studies Group: Box 1,David T. Felson; Anthony C. Redmond; Graham J. Chapman; Toby O. Smith; David F. Hamilton; Richard K. Jones; Cathy A. Holt; Michael J. Callaghan; Deborah J. Mason; Arthritis Research UK Osteoarthritis and Crystal Diseases Clinical Studies Group; Philip G. Conaghan,2015,,journal-article
10.1016/s0140-6736(19)33137-x,Considerations and methods for placebo controls in surgical trials (ASPIRE guidelines),David J Beard; Marion K Campbell; Jane M Blazeby; Andrew J Carr; Charles Weijer; Brian H Cuthbertson; Rachelle Buchbinder; Thomas Pinkney; Felicity L Bishop; Jonathan Pugh; Sian Cousins; Ian A Harris; L Stefan Lohmander; Natalie Blencowe; Katie Gillies; Pascal Probst; Carol Brennan; Andrew Cook; Dair Farrar-Hockley; Julian Savulescu; Richard Huxtable; Amar Rangan; Irene Tracey; Peter Brocklehurst; Manuela L Ferreira; Jon Nicholl; Barnaby C Reeves; Freddie Hamdy; Samuel CS Rowley; Jonathan A Cook,2020,,journal-article
10.1146/annurev-pharmtox-010818-021542,The Placebo Effect in Pain Therapies,Luana Colloca,2019,"<jats:p>Pharmacological strategies for pain management have primarily focused on dampening ascending neurotransmission and on opioid receptor–mediated therapies. Little is known about the contribution of endogenous descending modulatory systems to clinical pain outcomes and why some patients are mildly affected while others suffer debilitating pain-induced dysfunctions. Placebo effects that arise from patients’ positive expectancies and the underlying endogenous modulatory mechanisms may in part account for the variability in pain experience and severity, adherence to treatment, distinct coping strategies, and chronicity. Expectancy-induced analgesia and placebo effects in general have emerged as useful models to assess individual endogenous pain modulatory systems. Different systems and mechanisms trigger placebo effects that highly impact pain processing, clinical outcomes, and sense of well-being. This review illustrates critical elements of placebo mechanisms that inform the methodology of clinical trials, the discovery of new therapeutic targets, and the advancement of personalized pain management.</jats:p>",journal-article
10.1007/s00228-005-0088-5,A meta-analysis of the placebo response in acute migraine and how this response may be influenced by some of the characteristics of clinical trials,Ana Macedo; Magí Farré; Josep-E. Baños,2006,,journal-article
10.1016/j.pain.2011.01.050,Systematic review: Placebo response in drug trials of fibromyalgia syndrome and painful peripheral diabetic neuropathy—magnitude and patient-related predictors,Winfried Häuser; Eva Bartram-Wunn; Claas Bartram; Henriette Reinecke; Thomas Tölle,2011,,journal-article
10.1097/j.pain.0000000000000217,Predictors of the placebo analgesia response in randomized controlled trials of chronic pain,Lene Vase; Jan Vollert; Nanna B. Finnerup; Xiaopeng Miao; Gary Atkinson; Scott Marshall; Robert Nemeth; Bernd Lange; Charlie Liss; Donald D. Price; Christoph Maier; Troels S. Jensen; Märta Segerdahl,2015,,journal-article
