sport,competition_area,competition,award,season,name,dob,height,position,team,country,country_continent,country_former,goals,peak_rating,peak_year,world_classical,world_rapid,world_blitz,world_fisher
Football,England,Premier League,Team of the Year,1995/1996,Les Ferdinand,,,FW,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1995/1996,Alan Shearer,,,FW,Blackburn Rovers,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,David Seaman,,,GK,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Gary Neville,,,RB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Tony Adams,,,CB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Mark Wright,,,CB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Stig Inge Bjørnebye,,,LB,Liverpool,Norway,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,David Beckham,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Roy Keane,,,MF,Manchester United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,David Batty,,,MF,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Steve McManaman,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Alan Shearer,,,FW,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1996/1997,Ian Wright,,,FW,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Nigel Martyn,,,GK,Leeds United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Gary Neville,,,RB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Gary Pallister,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Colin Hendry,,,CB,Blackburn Rovers,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Graeme Le Saux,,,LB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,David Beckham,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Nicky Butt,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,David Batty,,,MF,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Michael Owen,,,FW,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1997/1998,Dennis Bergkamp,,,FW,Arsenal,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Nigel Martyn,,,GK,Leeds United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Gary Neville,,,RB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Sol Campbell,,,CB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Jaap Stam,,,CB,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Denis Irwin,,,LB,Manchester United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,David Beckham,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Emmanuel Petit,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,David Ginola,,,MF,Tottenham Hotspur,France,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Dwight Yorke,,,FW,Manchester United,Trinidad and Tobago,,,,,,,,,
Football,England,Premier League,Team of the Year,1998/1999,Nicolas Anelka,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Nigel Martyn,,,GK,Leeds United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Gary Kelly,,,RB,Leeds United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Jaap Stam,,,CB,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Sami Hyypiä,,,CB,Liverpool,Finland,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Ian Harte,,,LB,Leeds United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,David Beckham,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Roy Keane,,,MF,Manchester United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Harry Kewell,,,MF,Leeds United,Australia,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Andy Cole,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,1999/2000,Kevin Phillips,,,FW,Sunderland,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Fabien Barthez,,,GK,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Stephen Carr,,,RB,Tottenham Hotspur,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Jaap Stam,,,CB,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Wes Brown,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Sylvinho,,,LB,Arsenal,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Roy Keane,,,MF,Manchester United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Teddy Sheringham,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2000/2001,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Shay Given,,,GK,Newcastle United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Steve Finnan,,,RB,Fulham,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Rio Ferdinand,,,CB,Leeds United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Sami Hyypiä,,,CB,Liverpool,Finland,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Wayne Bridge,,,LB,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Robert Pires,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Roy Keane,,,MF,Manchester United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Ruud van Nistelrooy,,,FW,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2001/2002,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Brad Friedel,,,GK,Blackburn Rovers,United States,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Stephen Carr,,,RB,Tottenham Hotspur,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Sol Campbell,,,CB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,William Gallas,,,CB,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Ashley Cole,,,LB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Robert Pires,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Paul Scholes,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Kieron Dyer,,,MF,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2002/2003,Alan Shearer,,,FW,Newcastle United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Tim Howard,,,GK,Manchester United,United States,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Lauren,,,RB,Arsenal,Cameroon,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Sol Campbell,,,CB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,John Terry,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Ashley Cole,,,LB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Frank Lampard,,,MF,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Patrick Vieira,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Robert Pires,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2003/2004,Ruud van Nistelrooy,,,FW,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Petr Čech,,,GK,Chelsea,Czech Republic,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Gary Neville,,,RB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,John Terry,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Ashley Cole,,,LB,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Shaun Wright-Phillips,,,MF,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Frank Lampard,,,MF,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Arjen Robben,,,MF,Chelsea,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Andrew Johnson,,,FW,Crystal Palace,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2004/2005,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Shay Given,,,GK,Newcastle United,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Pascal Chimbonda,,,RB,Wigan Athletic,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,John Terry,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Jamie Carragher,,,CB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,William Gallas,,,LB,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Cristiano Ronaldo,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Frank Lampard,,,MF,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Joe Cole,,,MF,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Thierry Henry,,,FW,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2005/2006,Wayne Rooney,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Edwin van der Sar,,,GK,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Gary Neville,,,RB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Patrice Evra,,,LB,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Cristiano Ronaldo,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Paul Scholes,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Didier Drogba,,,FW,Chelsea,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2006/2007,Dimitar Berbatov,,,FW,Tottenham Hotspur,Bulgaria,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,David James,,,GK,Portsmouth,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Bacary Sagna,,,RB,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Gaël Clichy,,,LB,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Cristiano Ronaldo,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Cesc Fàbregas,,,MF,Arsenal,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Ashley Young,,,MF,Aston Villa,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Emmanuel Adebayor,,,FW,Arsenal,Togo,,,,,,,,,
Football,England,Premier League,Team of the Year,2007/2008,Fernando Torres,,,FW,Liverpool,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Edwin van der Sar,,,GK,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Glen Johnson,,,RB,Portsmouth,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Patrice Evra,,,LB,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Cristiano Ronaldo,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Ashley Young,,,MF,Aston Villa,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Nicolas Anelka,,,FW,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Fernando Torres,,,FW,Liverpool,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Joe Hart,,,GK,Birmingham City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Branislav Ivanović,,,RB,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Thomas Vermaelen,,,CB,Arsenal,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Richard Dunne,,,CB,Aston Villa,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Patrice Evra,,,LB,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Antonio Valencia,,,MF,Manchester United,Ecuador,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Cesc Fàbregas,,,MF,Arsenal,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Darren Fletcher,,,MF,Manchester United,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,James Milner,,,MF,Aston Villa,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Wayne Rooney,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Didier Drogba,,,FW,Chelsea,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Edwin van der Sar,,,GK,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Bacary Sagna,,,RB,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Ashley Cole,,,LB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Nani,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Samir Nasri,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Jack Wilshere,,,MF,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Carlos Tevez,,,FW,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Dimitar Berbatov,,,FW,Manchester United,Bulgaria,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Joe Hart,,,GK,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Kyle Walker,,,RB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Fabricio Coloccini,,,CB,Newcastle United,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Leighton Baines,,,LB,Everton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,David Silva,,,MF,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Yaya Touré,,,MF,Manchester City,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Scott Parker,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Robin van Persie,,,FW,Arsenal,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Wayne Rooney,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Pablo Zabaleta,,,RB,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Jan Vertonghen,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Leighton Baines,,,LB,Everton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Juan Mata,,,MF,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Michael Carrick,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Robin van Persie,,,FW,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Luis Suárez,,,FW,Liverpool,Uruguay,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Petr Čech,,,GK,Chelsea,Czech Republic,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Séamus Coleman,,,RB,Everton,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Luke Shaw,,,LB,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Adam Lallana,,,MF,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Yaya Touré,,,MF,Manchester City,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Daniel Sturridge,,,FW,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Luis Suárez,,,FW,Liverpool,Uruguay,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Branislav Ivanović,,,RB,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,John Terry,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Ryan Bertrand,,,LB,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Alexis Sánchez,,,MF,Arsenal,Chile,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Nemanja Matić,,,MF,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Philippe Coutinho,,,MF,Liverpool,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Diego Costa,,,FW,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Héctor Bellerín,,,RB,Arsenal,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Toby Alderweireld,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Wes Morgan,,,CB,Leicester City,Jamaica,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Danny Rose,,,LB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Riyad Mahrez,,,MF,Leicester City,Algeria,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Dele Alli,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,N'Golo Kanté,,,MF,Leicester City,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Dimitri Payet,,,MF,West Ham United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Jamie Vardy,,,FW,Leicester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Kyle Walker,,,RB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,David Luiz,,,CB,Chelsea,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Danny Rose,,,LB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Dele Alli,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,N'Golo Kanté,,,MF,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Sadio Mané,,,MF,Liverpool,Senegal,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Romelu Lukaku,,,FW,Everton,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Kyle Walker,,,RB,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Nicolás Otamendi,,,CB,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Jan Vertonghen,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Marcos Alonso,,,LB,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,David Silva,,,MF,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Christian Eriksen,,,MF,Tottenham Hotspur,Denmark,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Kevin De Bruyne,,,MF,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Mohamed Salah,,,FW,Liverpool,Egypt,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Sergio Agüero,,,FW,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Ederson,,,GK,Manchester City,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Trent Alexander-Arnold,,,RB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Virgil van Dijk,,,CB,Liverpool,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Aymeric Laporte,,,CB,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Andrew Robertson,,,LB,Liverpool,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Bernardo Silva,,,MF,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Fernandinho,,,MF,Manchester City,Brazil,,,,,,,,,
