eco,group,subgroup,name,pgn
C20,King's Pawn Game,Wayward Queen Attack,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit",1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5
C20,King's Pawn Game,Weber Gambit,King's Pawn Game: Weber Gambit,1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6
C20,King's Pawn Opening,,King's Pawn Opening,1. e4 e5 2. b3
C20,King's Pawn Opening,Speers,King's Pawn Opening: Speers,1. e4 e5 2. Qg4 Nf6 3. Qf5
C20,King's Pawn Opening,Van Hooydoon Gambit,King's Pawn Opening: Van Hooydoon Gambit,1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4
A00,Kádas Opening,,Kádas Opening,1. h4
A00,Kádas Opening,Beginner's Trap,Kádas Opening: Beginner's Trap,1. h4 d5 2. Rh3
A00,Kádas Opening,Koola-Koola Variation,Kádas Opening: Koola-Koola Variation,1. h4 a5
A00,Kádas Opening,Kádas Gambit,Kádas Opening: Kádas Gambit,1. h4 c5 2. b4
A00,Kádas Opening,Kádas Gambit,Kádas Opening: Kádas Gambit,1. h4 d5 2. d4 c5 3. Nf3 cxd4 4. c3
A00,Kádas Opening,Kádas Gambit,Kádas Opening: Kádas Gambit,1. h4 e5 2. d4 exd4 3. c3
A00,Kádas Opening,Myers Variation,Kádas Opening: Myers Variation,1. h4 d5 2. d4 c5 3. e4
A00,Kádas Opening,Schneider Gambit,Kádas Opening: Schneider Gambit,1. h4 g5
A00,Kádas Opening,Steinbok Gambit,Kádas Opening: Steinbok Gambit,1. h4 f5 2. e4 fxe4 3. d3
A00,Lasker Simul Special,,Lasker Simul Special,1. g3 h5
C40,Latvian Gambit,,Latvian Gambit,1. e4 e5 2. Nf3 f5
C40,Latvian Gambit,Behting Variation,Latvian Gambit: Behting Variation,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. Nf7 Qxg2 6. Rf1 d5 7. Nxh8 Nf6
C44,Latvian Gambit,Clam Gambit,Latvian Gambit: Clam Gambit,1. e4 e5 2. Nf3 Nc6 3. d3 f5 4. exf5
C40,Latvian Gambit,Corkscrew Countergambit,Latvian Gambit: Corkscrew Countergambit,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Nf6
C40,Latvian Gambit,Corkscrew Gambit,Latvian Gambit: Corkscrew Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Nf6 4. Bc4 fxe4 5. Nf7 Qe7 6. Nxh8 d5
C40,Latvian Gambit,Diepstraten Countergambit,Latvian Gambit: Diepstraten Countergambit,1. e4 e5 2. Nf3 f5 3. c4
C40,Latvian Gambit,Fraser Defense,Latvian Gambit: Fraser Defense,1. e4 e5 2. Nf3 f5 3. Nxe5 Nc6
C40,Latvian Gambit,Greco Variation,Latvian Gambit: Greco Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qe7
C40,Latvian Gambit,Lobster Gambit,Latvian Gambit: Lobster Gambit,1. e4 e5 2. Nf3 f5 3. g4
C40,Latvian Gambit,Mason Countergambit,Latvian Gambit: Mason Countergambit,1. e4 e5 2. Nf3 f5 3. d4
C40,Latvian Gambit,Mayet Attack,Latvian Gambit: Mayet Attack,1. e4 e5 2. Nf3 f5 3. Bc4
C40,Latvian Gambit,Mayet Attack,"Latvian Gambit: Mayet Attack, Morgado Defense",1. e4 e5 2. Nf3 f5 3. Bc4 Nf6
C40,Latvian Gambit,Mayet Attack,"Latvian Gambit: Mayet Attack, Poisoned Pawn Variation",1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. d4 Qxg2
C40,Latvian Gambit,Mayet Attack,"Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation",1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 d5
C40,Latvian Gambit,Mayet Attack,"Latvian Gambit: Mayet Attack, Strautins Gambit",1. e4 e5 2. Nf3 f5 3. Bc4 b5
C40,Latvian Gambit,Mlotkowski Variation,Latvian Gambit: Mlotkowski Variation,1. e4 e5 2. Nf3 f5 3. Nc3
C40,Latvian Gambit,Senechaud Gambit,Latvian Gambit: Senechaud Gambit,1. e4 e5 2. Nf3 f5 3. b4
C40,Latvian Gambit Accepted,,Latvian Gambit Accepted,1. e4 e5 2. Nf3 f5 3. exf5
C40,Latvian Gambit Accepted,Bilguer Variation,Latvian Gambit Accepted: Bilguer Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4
C40,Latvian Gambit Accepted,Bronstein Attack,Latvian Gambit Accepted: Bronstein Attack,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Be2
C40,Latvian Gambit Accepted,Bronstein Gambit,Latvian Gambit Accepted: Bronstein Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Qh5+ g6 7. Qe2
C40,Latvian Gambit Accepted,Foltys Variation,Latvian Gambit Accepted: Foltys Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. d3
C40,Latvian Gambit Accepted,Foltys-Leonhardt Variation,Latvian Gambit Accepted: Foltys-Leonhardt Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4
C40,Latvian Gambit Accepted,Leonhardt Variation,Latvian Gambit Accepted: Leonhardt Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. Nc3
C40,Latvian Gambit Accepted,Main Line,Latvian Gambit Accepted: Main Line,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4
C40,Latvian Gambit Accepted,Nimzowitsch Attack,Latvian Gambit Accepted: Nimzowitsch Attack,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Ne3
B00,Lemming Defense,,Lemming Defense,1. e4 Na6
B07,Lion Defense,,Lion Defense,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7
B07,Lion Defense,Anti-Philidor,Lion Defense: Anti-Philidor,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4
B07,Lion Defense,Anti-Philidor,"Lion Defense: Anti-Philidor, Lion's Cave",1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5
B07,Lion Defense,Anti-Philidor,"Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit",1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4 c6 7. Bc4 d5
B07,Lion Defense,Bayonet Attack,Lion Defense: Bayonet Attack,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. g4
B00,Lion Defense,Lion's Jaw,Lion Defense: Lion's Jaw,1. e4 d6 2. d4 Nf6 3. f3
A48,London System,,London System,1. d4 Nf6 2. Nf3 g6 3. Bf4
A48,London System,,London System,1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3
A48,London System,,London System,1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6
D02,London System,Poisoned Pawn Variation,London System: Poisoned Pawn Variation,1. d4 Nf6 2. Nf3 d5 3. Bf4 c5 4. e3 Qb6 5. Nc3
A48,"London System, with Bd3",,"London System, with Bd3",1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6 5. Bd3
A48,"London System, with Be2",,"London System, with Be2",1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6 5. Be2
A48,"London System, with Be2",,"London System, with Be2",1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6 5. Be2 O-O
A48,"London System, with Be2",,"London System, with Be2",1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6 5. h3 c5 6. Be2
A47,Marienbad System,,Marienbad System,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5
A47,Marienbad System,Berg Variation,Marienbad System: Berg Variation,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5 5. c4 cxd4 6. Qxd4
A50,Mexican Defense,,Mexican Defense,1. d4 Nf6 2. c4 Nc6
A50,Mexican Defense,Horsefly Gambit,Mexican Defense: Horsefly Gambit,1. d4 Nf6 2. c4 Nc6 3. d5 Ne5 4. f4
A00,Mieses Opening,,Mieses Opening,1. d3
A00,Mieses Opening,Myers Spike Attack,Mieses Opening: Myers Spike Attack,1. d3 g6 2. g4
A00,Mieses Opening,Reversed Rat,Mieses Opening: Reversed Rat,1. d3 e5
A00,Mieses Opening,Venezolana Variation,Mieses Opening: Venezolana Variation,1. d3 c5 2. Nc3 Nc6 3. g3
A40,Mikenas Defense,,Mikenas Defense,1. d4 Nc6
A40,Mikenas Defense,Cannstatter Variation,Mikenas Defense: Cannstatter Variation,1. d4 Nc6 2. c4 e5 3. d5 Nd4
A40,Mikenas Defense,Lithuanian Variation,Mikenas Defense: Lithuanian Variation,1. d4 Nc6 2. c4 e5 3. d5 Nce7
A40,Mikenas Defense,Pozarek Gambit,Mikenas Defense: Pozarek Gambit,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4
A41,Modern Defense,,Modern Defense,1. d4 g6 2. c4 Bg7 3. Nc3 d6
B06,Modern Defense,,Modern Defense,1. e4 g6
B06,Modern Defense,,Modern Defense,1. e4 g6 2. d4 Bg7
B06,Modern Defense,Anti-Modern,Modern Defense: Anti-Modern,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Bc4 d6 5. Qe2
A42,Modern Defense,Averbakh System,Modern Defense: Averbakh System,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4
A42,Modern Defense,Averbakh Variation,"Modern Defense: Averbakh Variation, Pseudo-Sämisch",1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3
A40,Modern Defense,Beefeater Variation,Modern Defense: Beefeater Variation,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5
B06,Modern Defense,Bishop Attack,Modern Defense: Bishop Attack,1. e4 g6 2. d4 Bg7 3. Bc4
B06,Modern Defense,Bishop Attack,"Modern Defense: Bishop Attack, Bücker Gambit",1. e4 g6 2. d4 Bg7 3. Bc4 b5
B06,Modern Defense,Bishop Attack,"Modern Defense: Bishop Attack, Monkey's Bum",1. e4 g6 2. Bc4 Bg7 3. Qf3 e6 4. d4 Bxd4
B06,Modern Defense,Dunworthy Variation,Modern Defense: Dunworthy Variation,1. e4 g6 2. d4 Bg7 3. c4 d5 4. exd5 c6 5. dxc6 Bxd4
B06,Modern Defense,Fianchetto Gambit,Modern Defense: Fianchetto Gambit,1. e4 g6 2. d4 f5
B07,Modern Defense,Geller's System,Modern Defense: Geller's System,1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c3
B06,Modern Defense,Gurgenidze Defense,Modern Defense: Gurgenidze Defense,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. f4 d5 5. e5 h5
A42,Modern Defense,Kotov Variation,Modern Defense: Kotov Variation,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6
B06,Modern Defense,Lizard Defense,"Modern Defense: Lizard Defense, Mittenberger Gambit",1. e4 g6 2. d4 Bg7 3. Nc3 d5
A40,Modern Defense,Lizard Defense,"Modern Defense: Lizard Defense, Pirc-Diemer Gambit",1. d4 g6 2. h4 Nf6 3. h5
B06,Modern Defense,Masur Gambit,Modern Defense: Masur Gambit,1. e4 g6 2. d4 Nh6 3. Nc3 f5 4. Bxh6 Bxh6 5. exf5 O-O
B06,Modern Defense,Modern Pterodactyl,Modern Defense: Modern Pterodactyl,1. e4 g6 2. d4 Bg7 3. Nc3 c5
B06,Modern Defense,Mongredien Defense,"Modern Defense: Mongredien Defense, with Nc3",1. e4 g6 2. d4 Bg7 3. Nc3 b6
B06,Modern Defense,Mongredien Defense,"Modern Defense: Mongredien Defense, with Nf3",1. e4 g6 2. d4 Bg7 3. Nf3 b6
A41,Modern Defense,Neo-Modern Defense,Modern Defense: Neo-Modern Defense,1. d4 g6 2. c4 Bg7 3. e4 e5
B06,Modern Defense,Norwegian Defense,Modern Defense: Norwegian Defense,1. e4 g6 2. d4 Nf6
B06,Modern Defense,Norwegian Defense,"Modern Defense: Norwegian Defense, Norwegian Gambit",1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6
B06,Modern Defense,Pseudo-Austrian Attack,Modern Defense: Pseudo-Austrian Attack,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. f4
B27,Modern Defense,Pterodactyl Variation,Modern Defense: Pterodactyl Variation,1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5
A42,Modern Defense,Randspringer Variation,Modern Defense: Randspringer Variation,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5
A04,Modern Defense,Semi-Averbakh Variation,"Modern Defense: Semi-Averbakh Variation, Polish Variation",1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6
A04,Modern Defense,Semi-Averbakh Variation,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation",1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+
A04,Modern Defense,Semi-Averbakh Variation,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted",1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+
B06,Modern Defense,Semi-Averbakh Variation,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Declined",1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nf3 d6 5. Be2 Qa5+
B06,Modern Defense,Standard Defense,Modern Defense: Standard Defense,1. e4 g6 2. d4 Bg7 3. Nc3 d6
B06,Modern Defense,Standard Line,Modern Defense: Standard Line,1. e4 g6 2. d4 Bg7 3. Nc3
B06,Modern Defense,Three Pawns Attack,Modern Defense: Three Pawns Attack,1. e4 g6 2. d4 Bg7 3. f4
B06,Modern Defense,Two Knights Variation,Modern Defense: Two Knights Variation,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3
B06,Modern Defense,Two Knights Variation,"Modern Defense: Two Knights Variation, Suttles Variation",1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Nf3 d6
B06,Modern Defense,Two Knights Variation,"Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit",1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2
B06,Modern Defense,Westermann Gambit,Modern Defense: Westermann Gambit,1. e4 g6 2. d4 Bg7 3. Bd2
B06,Modern Defense,Wind Gambit,Modern Defense: Wind Gambit,1. e4 g6 2. d4 Bg7 3. Bd3
A40,Montevideo Defense,,Montevideo Defense,1. d4 Nc6 2. d5 Nb8
D77,Neo-Grünfeld Defense,Classical Variation,Neo-Grünfeld Defense: Classical Variation,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4
D77,Neo-Grünfeld Defense,Classical Variation,"Neo-Grünfeld Defense: Classical Variation, Modern Defense",1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 dxc4
D78,Neo-Grünfeld Defense,Classical Variation,"Neo-Grünfeld Defense: Classical Variation, Original Defense",1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5
D77,Neo-Grünfeld Defense,Classical Variation,"Neo-Grünfeld Defense: Classical Variation, Polgar Variation",1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 Nc6
D74,Neo-Grünfeld Defense,Delayed Exchange Variation,Neo-Grünfeld Defense: Delayed Exchange Variation,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O
D75,Neo-Grünfeld Defense,Delayed Exchange Variation,Neo-Grünfeld Defense: Delayed Exchange Variation,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. g3 d5 6. cxd5 Nxd5 7. Bg2 c5 8. O-O
D75,Neo-Grünfeld Defense,Delayed Exchange Variation,Neo-Grünfeld Defense: Delayed Exchange Variation,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O c5 8. dxc5
D76,Neo-Grünfeld Defense,Delayed Exchange Variation,Neo-Grünfeld Defense: Delayed Exchange Variation,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O Nb6
D71,Neo-Grünfeld Defense,Exchange Variation,Neo-Grünfeld Defense: Exchange Variation,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. cxd5 Nxd5
D70,Neo-Grünfeld Defense,Goglidze Attack,Neo-Grünfeld Defense: Goglidze Attack,1. d4 Nf6 2. c4 g6 3. f3 d5
D79,Neo-Grünfeld Defense,Ultra-Delayed Exchange Variation,Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5 7. cxd5 cxd5
D70,Neo-Grünfeld Defense,with Nf3,Neo-Grünfeld Defense: with Nf3,1. d4 Nf6 2. c4 g6 3. Nf3 d5
D70,Neo-Grünfeld Defense,with g3,Neo-Grünfeld Defense: with g3,1. d4 Nf6 2. c4 g6 3. g3 d5
E20,Nimzo-Indian Defense,,Nimzo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
E50,Nimzo-Indian Defense,,Nimzo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3
E32,Nimzo-Indian Defense,Classical Variation,Nimzo-Indian Defense: Classical Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2
E34,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Belyavsky Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 Qxd5 6. Nf3 Qf5 7. Qd1 e5
E38,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5
E38,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. e3 d5 6. Nf3 c5
E39,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Macieja System",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O 6. a3 Bxc5 7. Nf3 b6
E39,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O
E38,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Steiner Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 Bxc3+
E32,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Keres Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6
E33,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. Nf3 d6
E37,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Modern Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 c5
E34,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5
E35,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 exd5
E36,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3
E37,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2
E36,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation, Botvinnik Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Nc6
E36,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation, Main Line",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4
E37,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Noa Variation, San Remo Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6 8. e3 e5
E36,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Romanishin Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 c5
E32,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Vitolins-Adorjan Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5
E33,Nimzo-Indian Defense,Classical Variation,"Nimzo-Indian Defense: Classical Variation, Zurich Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6
E20,Nimzo-Indian Defense,Dilworth Gambit,Nimzo-Indian Defense: Dilworth Gambit,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e4
E20,Nimzo-Indian Defense,Kmoch Variation,Nimzo-Indian Defense: Kmoch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3
E30,Nimzo-Indian Defense,Leningrad Variation,Nimzo-Indian Defense: Leningrad Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5
E30,Nimzo-Indian Defense,Leningrad Variation,"Nimzo-Indian Defense: Leningrad Variation, Averbakh Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 b5
E31,Nimzo-Indian Defense,Leningrad Variation,"Nimzo-Indian Defense: Leningrad Variation, Benoni Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 d6
E20,Nimzo-Indian Defense,Mikenas Attack,Nimzo-Indian Defense: Mikenas Attack,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qd3
E46,Nimzo-Indian Defense,Normal Variation,Nimzo-Indian Defense: Normal Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O
E47,Nimzo-Indian Defense,Normal Variation,Nimzo-Indian Defense: Normal Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3
E59,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3 dxc4 10. Bxc4
E59,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. a3 Bxc3+ 7. bxc3 dxc4 8. Bxc4 c5 9. Nf3 Nc6 10. O-O Qc7 11. Qc2
E58,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense, Exchange Line",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3
E49,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Botvinnik System",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. a3 Bxc3+ 7. bxc3
E48,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Classical Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5
E53,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5
E53,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nbd7
E56,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6
E57,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 dxc4 9. Bxc4 cxd4
E55,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bronstein Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Nbd7
E54,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4
E53,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Keres Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O b6
E54,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Smyslov Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Qe7
E51,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5
