country,title,number,name,term_start,term_end,party
South Korea,Presidents,1,Syngman Rhee,24 Jul 1948,27 Apr 1960,Liberal Party
South Korea,Presidents,2,Yun Posun,13 Aug 1960,24 Mar 1962,Democratic Party
South Korea,Presidents,3,Park Chung-hee,24 Mar 1962,26 Oct 1979,Democratic Republican Party
South Korea,Presidents,4,Choi Kyu-hah,26 Oct 1979,16 Aug 1980,Independent
South Korea,Presidents,5,Chun Doo-hwan,1 Sep 1980,24 Feb 1988,Democratic Justice Party
South Korea,Presidents,6,Roh Tae-woo,25 Feb 1988,24 Feb 1993,Democratic Justice Party
South Korea,Presidents,7,Kim Young-sam,25 Feb 1993,24 Feb 1998,Democratic Liberal Party
South Korea,Presidents,8,Kim Dae-jung,25 Feb 1998,24 Feb 2003,Millennium Democratic Party
South Korea,Presidents,9,Roh Moo-hyun,25 Feb 2003,24 Feb 2008,Open Our Party
South Korea,Presidents,10,Lee Myung-bak,25 Feb 2008,24 Feb 2013,Grand National Party
South Korea,Presidents,11,Park Geun-hye,25 Feb 2013,10 Mar 2017,Saenuri Party
South Korea,Presidents,12,Moon Jae-in,10 May 2017,9 May 2022,Democratic Party
South Korea,Presidents,13,Yoon Suk-yeol,10 May 2022,Present,People Power Party
Cambodia,Prime Ministers,1,Norodom Sihanouk,26 Mar 1993,24 Sep 1993,FUNCINPEC
Cambodia,Prime Ministers,2,Hun Sen,30 Nov 1998,22 Aug 2023,Cambodian People's Party
Cambodia,Prime Ministers,3,Hun Manet,22 Aug 2023,Present,Cambodian People's Party
Laos,Presidents,1,Nouhak Phoumsavanh,15 Aug 1991,24 Feb 1998,Lao People's Revolutionary Party
Laos,Presidents,2,Khamtai Siphandone,24 Feb 1998,8 Jun 2006,Lao People's Revolutionary Party
Laos,Presidents,3,Choummaly Sayasone,8 Jun 2006,20 Apr 2016,Lao People's Revolutionary Party
Laos,Presidents,4,Bounnhang Vorachit,20 Apr 2016,22 Mar 2021,Lao People's Revolutionary Party
Laos,Presidents,5,Thongloun Sisoulith,22 Mar 2021,Present,Lao People's Revolutionary Party
Myanmar,Presidents,1,Ne Win,4 Jan 1948,23 Jul 1988,Burma Socialist Programme Party
Myanmar,Presidents,2,Maung Maung,19 Aug 1988,18 Sep 1988,Burma Socialist Programme Party
Myanmar,Presidents,3,Saw Maung,18 Sep 1988,23 Apr 1992,Military
Myanmar,Presidents,4,Than Shwe,23 Apr 1992,30 Mar 2011,Military
Myanmar,Presidents,5,Thein Sein,30 Mar 2011,30 Mar 2016,Union Solidarity and Development Party
Myanmar,Presidents,6,Htin Kyaw,30 Mar 2016,21 Mar 2018,National League for Democracy
Myanmar,Presidents,7,Win Myint,28 Mar 2018,1 Feb 2021,National League for Democracy
Myanmar,Presidents,8,Min Aung Hlaing,1 Feb 2021,Present,Military
Thailand,Prime Ministers,1,Bhumibol Adulyadej,9 Jun 1946,13 Oct 2016,Independent
Thailand,Prime Ministers,2,Prem Tinsulanonda,3 Mar 1980,4 Aug 1988,Military
Thailand,Prime Ministers,3,Chatichai Choonhavan,4 Aug 1988,23 Feb 1991,Thai Nation Party
Thailand,Prime Ministers,4,Anand Panyarachun,2 Mar 1991,7 Apr 1992,Independent
Thailand,Prime Ministers,5,Suchinda Kraprayoon,7 Apr 1992,24 May 1992,Military
Thailand,Prime Ministers,6,Anand Panyarachun,10 Jun 1992,23 Sep 1992,Independent
Thailand,Prime Ministers,7,Chuan Leekpai,23 Sep 1992,13 Jul 1995,Democrat Party
Thailand,Prime Ministers,8,Banharn Silpa-archa,13 Jul 1995,25 Nov 1996,Thai Nation Party
Thailand,Prime Ministers,9,Chavalit Yongchaiyudh,25 Nov 1996,9 Nov 1997,New Aspiration Party
Thailand,Prime Ministers,10,Chuan Leekpai,9 Nov 1997,9 Feb 2001,Democrat Party
Thailand,Prime Ministers,11,Thaksin Shinawatra,9 Feb 2001,19 Sep 2006,Thai Rak Thai Party
Thailand,Prime Ministers,12,Surayud Chulanont,1 Oct 2006,29 Jan 2008,Military
Thailand,Prime Ministers,13,Samak Sundaravej,29 Jan 2008,9 Sep 2008,People's Power Party
Thailand,Prime Ministers,14,Somchai Wongsawat,18 Sep 2008,2 Dec 2008,People's Power Party
Thailand,Prime Ministers,15,Abhisit Vejjajiva,17 Dec 2008,5 Aug 2011,Democrat Party
Thailand,Prime Ministers,16,Yingluck Shinawatra,5 Aug 2011,7 May 2014,Pheu Thai Party
Thailand,Prime Ministers,17,Prayut Chan-o-cha,22 May 2014,22 Aug 2023,Military
Thailand,Prime Ministers,18,Srettha Thavisin,22 Aug 2023,14 Aug 2024,Pheu Thai Party
Thailand,Prime Ministers,19,Paetongtarn Shinawatra,16 Aug 2024,Present,Pheu Thai Party
Vietnam,Presidents,1,Hồ Chí Minh,2 Sep 1945,2 Sep 1969,Communist Party of Vietnam
Vietnam,Presidents,2,Tôn Đức Thắng,22 Sep 1969,30 Mar 1980,Communist Party of Vietnam
Vietnam,Presidents,3,Trường Chinh,30 Mar 1980,18 Jun 1987,Communist Party of Vietnam
Vietnam,Presidents,4,Võ Chí Công,18 Jun 1987,22 Sep 1992,Communist Party of Vietnam
Vietnam,Presidents,5,Lê Đức Anh,23 Sep 1992,24 Sep 1997,Communist Party of Vietnam
Vietnam,Presidents,6,Trần Đức Lương,24 Sep 1997,27 Jun 2006,Communist Party of Vietnam
Vietnam,Presidents,7,Nguyễn Minh Triết,27 Jun 2006,25 Jul 2011,Communist Party of Vietnam
Vietnam,Presidents,8,Trương Tấn Sang,25 Jul 2011,2 Apr 2016,Communist Party of Vietnam
Vietnam,Presidents,9,Trần Đại Quang,2 Apr 2016,21 Sep 2018,Communist Party of Vietnam
Vietnam,Presidents,10,Nguyễn Phú Trọng,23 Oct 2018,5 Apr 2021,Communist Party of Vietnam
Vietnam,Presidents,11,Nguyễn Xuân Phúc,5 Apr 2021,18 Jan 2023,Communist Party of Vietnam
Vietnam,Presidents,12,Võ Văn Thưởng,2 Mar 2023,21 Mar 2024,Communist Party of Vietnam
Vietnam,Presidents,13,Tô Lâm,22 May 2024,Present,Communist Party of Vietnam
Brunei,Sultans,1,Hassanal Bolkiah,4 Oct 1967,Present,Independent
East Timor,Presidents,1,Xanana Gusmão,20 May 2002,20 May 2007,CNRT
East Timor,Presidents,2,José Ramos-Horta,20 May 2007,20 May 2012,CNRT
East Timor,Presidents,3,Taur Matan Ruak,20 May 2012,20 May 2017,Independent
East Timor,Presidents,4,Francisco Guterres,20 May 2017,20 May 2022,FRETILIN
East Timor,Presidents,5,José Ramos-Horta,20 May 2022,Present,CNRT
Indonesia,Presidents,1,Sukarno,18 Aug 1945,12 Mar 1967,Indonesian National Party
Indonesia,Presidents,2,Suharto,12 Mar 1967,21 May 1998,Golkar
Indonesia,Presidents,3,B. J. Habibie,21 May 1998,20 Oct 1999,Golkar
Indonesia,Presidents,4,Abdurrahman Wahid,20 Oct 1999,23 Jul 2001,PKB
Indonesia,Presidents,5,Megawati Sukarnoputri,23 Jul 2001,20 Oct 2004,PDI-P
Indonesia,Presidents,6,Susilo Bambang Yudhoyono,20 Oct 2004,20 Oct 2014,Democratic Party
Indonesia,Presidents,7,Joko Widodo,20 Oct 2014,20 Oct 2024,PDI-P
Indonesia,Presidents,8,Prabowo Subianto,20 Oct 2024,Present,Gerindra
Malaysia,Prime Ministers,1,Tunku Abdul Rahman,31 Aug 1957,22 Sep 1970,United Malays National Organisation
Malaysia,Prime Ministers,2,Abdul Razak Hussein,22 Sep 1970,14 Jan 1976,United Malays National Organisation
Malaysia,Prime Ministers,3,Hussein Onn,15 Jan 1976,16 Jul 1981,United Malays National Organisation
Malaysia,Prime Ministers,4,Mahathir Mohamad,16 Jul 1981,31 Oct 2003,United Malays National Organisation
Malaysia,Prime Ministers,5,Abdullah Ahmad Badawi,31 Oct 2003,3 Apr 2009,United Malays National Organisation
Malaysia,Prime Ministers,6,Najib Razak,3 Apr 2009,10 May 2018,United Malays National Organisation
Malaysia,Prime Ministers,7,Mahathir Mohamad,10 May 2018,1 Mar 2020,PPBM
Malaysia,Prime Ministers,8,Muhyiddin Yassin,1 Mar 2020,21 Aug 2021,PPBM
Malaysia,Prime Ministers,9,Ismail Sabri Yaakob,21 Aug 2021,24 Nov 2022,United Malays National Organisation
Malaysia,Prime Ministers,10,Anwar Ibrahim,24 Nov 2022,Present,People's Justice Party
Philippines,Presidents,1,Emilio Aguinaldo,23 Jan 1899,1 Apr 1901,Independent
Philippines,Presidents,2,Manuel L. Quezon,15 Nov 1935,1 Aug 1944,Nacionalista Party
Philippines,Presidents,3,Sergio Osmeña,1 Aug 1944,28 May 1946,Nacionalista Party
Philippines,Presidents,4,Manuel Roxas,28 May 1946,15 Apr 1948,Liberal Party
Philippines,Presidents,5,Elpidio Quirino,17 Apr 1948,30 Dec 1953,Liberal Party
Philippines,Presidents,6,Ramon Magsaysay,30 Dec 1953,17 Mar 1957,Nacionalista Party
Philippines,Presidents,7,Carlos P. Garcia,18 Mar 1957,30 Dec 1961,Nacionalista Party
Philippines,Presidents,8,Diosdado Macapagal,30 Dec 1961,30 Dec 1965,Liberal Party
Philippines,Presidents,9,Ferdinand Marcos,30 Dec 1965,25 Feb 1986,Nacionalista Party / KBL
Philippines,Presidents,10,Corazon Aquino,25 Feb 1986,30 Jun 1992,UNIDO / PDP-Laban
Philippines,Presidents,11,Fidel V. Ramos,30 Jun 1992,30 Jun 1998,Lakas–CMD
Philippines,Presidents,12,Joseph Estrada,30 Jun 1998,20 Jan 2001,PMP
Philippines,Presidents,13,Gloria Macapagal Arroyo,20 Jan 2001,30 Jun 2010,Lakas–CMD
Philippines,Presidents,14,Benigno Aquino III,30 Jun 2010,30 Jun 2016,Liberal Party
Philippines,Presidents,15,Rodrigo Duterte,30 Jun 2016,30 Jun 2022,PDP–Laban
Philippines,Presidents,16,Bongbong Marcos,30 Jun 2022,Present,PFP
Singapore,Prime Ministers,1,Lee Kuan Yew,5 Jun 1959,28 Nov 1990,People's Action Party
Singapore,Prime Ministers,2,Goh Chok Tong,28 Nov 1990,12 Aug 2004,People's Action Party
Singapore,Prime Ministers,3,Lee Hsien Loong,12 Aug 2004,15 May 2024,People's Action Party
Singapore,Prime Ministers,4,Lawrence Wong,15 May 2024,Present,People's Action Party
Afghanistan,Presidents,1,Mohammad Najibullah,30 Sep 1987,16 Apr 1992,People's Democratic Party
Afghanistan,Presidents,2,Burhanuddin Rabbani,28 Jun 1992,27 Sep 1996,Jamiat-e Islami
Afghanistan,Presidents,3,Hamid Karzai,22 Dec 2001,29 Sep 2014,Independent
Afghanistan,Presidents,4,Ashraf Ghani,29 Sep 2014,15 Aug 2021,Independent
Afghanistan,Presidents,5,Hibatullah Akhundzada,15 Aug 2021,Present,Taliban
Bangladesh,Prime Ministers,1,Sheikh Mujibur Rahman,17 Apr 1971,15 Aug 1975,Awami League
Bangladesh,Prime Ministers,2,Khaleda Zia,20 Mar 1991,30 Mar 1996,Bangladesh Nationalist Party
Bangladesh,Prime Ministers,3,Sheikh Hasina,23 Jun 1996,15 Jul 2001,Awami League
Bangladesh,Prime Ministers,4,Khaleda Zia,15 Oct 2001,29 Oct 2006,Bangladesh Nationalist Party
Bangladesh,Prime Ministers,5,Sheikh Hasina,6 Jan 2009,5 Aug 2024,Awami League
Bhutan,Kings,1,Jigme Dorji Wangchuck,30 Mar 1952,21 Jul 1972,Wangchuck Dynasty
Bhutan,Kings,2,Jigme Singye Wangchuck,21 Jul 1972,15 Dec 2006,Wangchuck Dynasty
Bhutan,Kings,3,Jigme Khesar Namgyel Wangchuck,15 Dec 2006,Present,Wangchuck Dynasty
India,Prime Ministers,1,Jawaharlal Nehru,15 Aug 1947,27 May 1964,Indian National Congress
India,Prime Ministers,2,Gulzarilal Nanda,27 May 1964,9 Jun 1964,Indian National Congress
India,Prime Ministers,3,Lal Bahadur Shastri,9 Jun 1964,11 Jan 1966,Indian National Congress
India,Prime Ministers,4,Gulzarilal Nanda,11 Jan 1966,24 Jan 1966,Indian National Congress
India,Prime Ministers,5,Indira Gandhi,24 Jan 1966,24 Mar 1977,Indian National Congress
India,Prime Ministers,6,Morarji Desai,24 Mar 1977,28 Jul 1979,Janata Party
India,Prime Ministers,7,Choudhary Charan Singh,28 Jul 1979,14 Jan 1980,Janata Party (Secular)
India,Prime Ministers,8,Indira Gandhi,14 Jan 1980,31 Oct 1984,Indian National Congress
India,Prime Ministers,9,Rajiv Gandhi,31 Oct 1984,2 Dec 1989,Indian National Congress
India,Prime Ministers,10,V. P. Singh,2 Dec 1989,10 Nov 1990,Janata Dal
India,Prime Ministers,11,Chandra Shekhar,10 Nov 1990,21 Jun 1991,Samajwadi Janata Party
India,Prime Ministers,12,P. V. Narasimha Rao,21 Jun 1991,16 May 1996,Indian National Congress
India,Prime Ministers,13,Atal Bihari Vajpayee,16 May 1996,1 Jun 1996,Bharatiya Janata Party
India,Prime Ministers,14,H. D. Deve Gowda,1 Jun 1996,21 Apr 1997,Janata Dal
India,Prime Ministers,15,I. K. Gujral,21 Apr 1997,19 Mar 1998,Janata Dal
India,Prime Ministers,16,Atal Bihari Vajpayee,19 Mar 1998,22 May 2004,Bharatiya Janata Party
India,Prime Ministers,17,Manmohan Singh,22 May 2004,26 May 2014,Indian National Congress
India,Prime Ministers,18,Narendra Modi,26 May 2014,Present,Bharatiya Janata Party
Maldives,Presidents,1,Maumoon Abdul Gayoom,11 Nov 1978,11 Nov 2008,Independent
Maldives,Presidents,2,Mohamed Nasheed,11 Nov 2008,7 Feb 2012,Maldivian Democratic Party
Maldives,Presidents,3,Mohamed Waheed Hassan,7 Feb 2012,17 Nov 2013,Gaumee Itthihaad
Maldives,Presidents,4,Abdulla Yameen,17 Nov 2013,17 Nov 2018,Progressive Party of Maldives
Maldives,Presidents,5,Ibrahim Mohamed Solih,17 Nov 2018,17 Nov 2023,Maldivian Democratic Party
Maldives,Presidents,6,Mohamed Muizzu,17 Nov 2023,Present,People's National Congress
Nepal,Prime Ministers,1,Girija Prasad Koirala,26 May 1991,30 Nov 1994,Nepali Congress
Nepal,Prime Ministers,2,Man Mohan Adhikari,30 Nov 1994,12 Sep 1995,Communist Party of Nepal (UML)
Nepal,Prime Ministers,3,Sher Bahadur Deuba,12 Sep 1995,12 Mar 1997,Nepali Congress
Nepal,Prime Ministers,4,Lokendra Bahadur Chand,12 Mar 1997,7 Oct 1997,Rastriya Prajatantra Party
Nepal,Prime Ministers,5,Surya Bahadur Thapa,7 Oct 1997,15 Apr 1998,Rastriya Prajatantra Party
Nepal,Prime Ministers,6,Girija Prasad Koirala,15 Apr 1998,31 May 1999,Nepali Congress
Nepal,Prime Ministers,7,Krishna Prasad Bhattarai,31 May 1999,22 Mar 2000,Nepali Congress
Nepal,Prime Ministers,8,Girija Prasad Koirala,22 Mar 2000,26 Jul 2001,Nepali Congress
Nepal,Prime Ministers,9,Sher Bahadur Deuba,26 Jul 2001,4 Oct 2002,Nepali Congress
Nepal,Prime Ministers,10,Lokendra Bahadur Chand,11 Oct 2002,5 Jun 2003,Rastriya Prajatantra Party
Nepal,Prime Ministers,11,Surya Bahadur Thapa,5 Jun 2003,3 Jun 2004,Rastriya Prajatantra Party
Nepal,Prime Ministers,12,Sher Bahadur Deuba,3 Jun 2004,1 Feb 2005,Nepali Congress
Nepal,Prime Ministers,13,Girija Prasad Koirala,25 Apr 2006,18 Aug 2008,Nepali Congress
Nepal,Prime Ministers,14,Pushpa Kamal Dahal,18 Aug 2008,25 May 2009,Communist Party of Nepal (Maoist)
Nepal,Prime Ministers,15,Madhav Kumar Nepal,25 May 2009,6 Feb 2011,Communist Party of Nepal (UML)
Nepal,Prime Ministers,16,Jhala Nath Khanal,6 Feb 2011,29 Aug 2011,Communist Party of Nepal (UML)
Nepal,Prime Ministers,17,Baburam Bhattarai,29 Aug 2011,14 Mar 2013,Communist Party of Nepal (Maoist)
Nepal,Prime Ministers,18,Khil Raj Regmi,14 Mar 2013,11 Feb 2014,Independent
Nepal,Prime Ministers,19,Sushil Koirala,11 Feb 2014,12 Oct 2015,Nepali Congress
Nepal,Prime Ministers,20,K. P. Sharma Oli,12 Oct 2015,4 Aug 2016,Communist Party of Nepal (UML)
Nepal,Prime Ministers,21,Pushpa Kamal Dahal,4 Aug 2016,7 Jun 2017,Communist Party of Nepal (Maoist)
Nepal,Prime Ministers,22,Sher Bahadur Deuba,7 Jun 2017,15 Feb 2018,Nepali Congress
Nepal,Prime Ministers,23,K. P. Sharma Oli,15 Feb 2018,13 Jul 2021,Communist Party of Nepal (UML)
Nepal,Prime Ministers,24,Sher Bahadur Deuba,13 Jul 2021,15 Jul 2024,Nepali Congress
Nepal,Prime Ministers,25,K. P. Sharma Oli,15 Jul 2024,Present,Communist Party of Nepal (UML)
Pakistan,Prime Ministers,1,Liaquat Ali Khan,14 Aug 1947,16 Oct 1951,Muslim League
Pakistan,Prime Ministers,2,Khawaja Nazimuddin,17 Oct 1951,17 Apr 1953,Muslim League
Pakistan,Prime Ministers,3,Muhammad Ali Bogra,17 Apr 1953,12 Aug 1955,Muslim League
Pakistan,Prime Ministers,4,Chaudhry Muhammad Ali,12 Aug 1955,12 Sep 1956,Muslim League
Pakistan,Prime Ministers,5,Huseyn Shaheed Suhrawardy,12 Sep 1956,18 Oct 1957,Awami League
Pakistan,Prime Ministers,6,Ibrahim Ismail Chundrigar,18 Oct 1957,16 Dec 1957,Muslim League
Pakistan,Prime Ministers,7,Feroz Khan Noon,16 Dec 1957,8 Oct 1958,Republican Party
Pakistan,Prime Ministers,8,Zulfikar Ali Bhutto,14 Aug 1973,5 Jul 1977,Pakistan People's Party
Pakistan,Prime Ministers,9,Muhammad Khan Junejo,24 Mar 1985,29 May 1988,Independent
Pakistan,Prime Ministers,10,Benazir Bhutto,2 Dec 1988,6 Aug 1990,Pakistan People's Party
Pakistan,Prime Ministers,11,Nawaz Sharif,6 Nov 1990,18 Jul 1993,Pakistan Muslim League (N)
Pakistan,Prime Ministers,12,Benazir Bhutto,19 Oct 1993,5 Nov 1996,Pakistan People's Party
Pakistan,Prime Ministers,13,Nawaz Sharif,17 Feb 1997,12 Oct 1999,Pakistan Muslim League (N)
Pakistan,Prime Ministers,14,Zafarullah Khan Jamali,21 Nov 2002,26 Jun 2004,Pakistan Muslim League (Q)
Pakistan,Prime Ministers,15,Shaukat Aziz,20 Aug 2004,16 Nov 2007,Pakistan Muslim League (Q)
Pakistan,Prime Ministers,16,Yousaf Raza Gillani,25 Mar 2008,19 Jun 2012,Pakistan People's Party
Pakistan,Prime Ministers,17,Nawaz Sharif,5 Jun 2013,28 Jul 2017,Pakistan Muslim League (N)
Pakistan,Prime Ministers,18,Shahid Khaqan Abbasi,1 Aug 2017,31 May 2018,Pakistan Muslim League (N)
Pakistan,Prime Ministers,19,Imran Khan,18 Aug 2018,11 Apr 2022,Pakistan Tehreek-e-Insaf
Pakistan,Prime Ministers,20,Shehbaz Sharif,11 Apr 2022,13 Aug 2023,Pakistan Muslim League (N)
Pakistan,Prime Ministers,21,Anwar ul Haq Kakar,14 Aug 2023,4 Mar 2024,Independent
Pakistan,Prime Ministers,22,Shehbaz Sharif,4 Mar 2024,Present,Pakistan Muslim League (N)
Sri Lanka,Presidents,1,William Gopallawa,22 May 1972,4 Feb 1978,Independent
Sri Lanka,Presidents,2,J. R. Jayewardene,4 Feb 1978,2 Jan 1989,United National Party
Sri Lanka,Presidents,3,Ranasinghe Premadasa,2 Jan 1989,1 May 1993,United National Party
Sri Lanka,Presidents,4,Dingiri Banda Wijetunga,1 May 1993,12 Nov 1994,United National Party
Sri Lanka,Presidents,5,Chandrika Kumaratunga,12 Nov 1994,19 Nov 2005,Sri Lanka Freedom Party
Sri Lanka,Presidents,6,Mahinda Rajapaksa,19 Nov 2005,9 Jan 2015,Sri Lanka Freedom Party
Sri Lanka,Presidents,7,Maithripala Sirisena,9 Jan 2015,18 Nov 2019,Sri Lanka Freedom Party
Sri Lanka,Presidents,8,Gotabaya Rajapaksa,18 Nov 2019,14 Jul 2022,Sri Lanka Podujana Peramuna
Sri Lanka,Presidents,9,Ranil Wickremesinghe,21 Jul 2022,23 Sep 2024,United National Party
Sri Lanka,Presidents,10,Anura Kumara Dissanayake,23 Sep 2024,Present,National People's Power
Bahrain,Kings,1,Isa bin Salman Al Khalifa,16 Dec 1961,6 Mar 1999,Al Khalifa
Bahrain,Kings,2,Hamad bin Isa Al Khalifa,6 Mar 1999,Present,Al Khalifa
Kuwait,Emirs,1,Abdullah Al-Salim Al-Sabah,19 Jun 1961,24 Nov 1965,Al Sabah
Kuwait,Emirs,2,Sabah Al-Salim Al-Sabah,24 Nov 1965,31 Dec 1977,Al Sabah
Kuwait,Emirs,3,Jaber Al-Ahmad Al-Sabah,31 Dec 1977,15 Jan 2006,Al Sabah
Kuwait,Emirs,4,Saad Al-Salim Al-Sabah,15 Jan 2006,24 Jan 2006,Al Sabah
Kuwait,Emirs,5,Sabah Al-Ahmad Al-Sabah,29 Jan 2006,29 Sep 2020,Al Sabah
Kuwait,Emirs,6,Nawaf Al-Ahmad Al-Sabah,30 Sep 2020,16 Dec 2023,Al Sabah
Kuwait,Emirs,7,Mishal Al-Ahmad Al-Sabah,16 Dec 2023,Present,Al Sabah
Oman,Sultans,1,Qaboos bin Said,23 Jul 1970,10 Jan 2020,Al Said
Oman,Sultans,2,Haitham bin Tariq,11 Jan 2020,Present,Al Said
Qatar,Emirs,1,Khalifa bin Hamad Al Thani,22 Feb 1972,27 Jun 1995,Al Thani
Qatar,Emirs,2,Hamad bin Khalifa Al Thani,27 Jun 1995,25 Jun 2013,Al Thani
Qatar,Emirs,3,Tamim bin Hamad Al Thani,25 Jun 2013,Present,Al Thani
Saudi Arabia,Kings,1,Abdulaziz bin Saud,23 Sep 1932,9 Nov 1953,House of Saud
Saudi Arabia,Kings,2,Saud bin Abdulaziz,9 Nov 1953,2 Nov 1964,House of Saud
Saudi Arabia,Kings,3,Faisal bin Abdulaziz,2 Nov 1964,25 Mar 1975,House of Saud
Saudi Arabia,Kings,4,Khalid bin Abdulaziz,25 Mar 1975,13 Jun 1982,House of Saud
Saudi Arabia,Kings,5,Fahd bin Abdulaziz,13 Jun 1982,1 Aug 2005,House of Saud
Saudi Arabia,Kings,6,Abdullah bin Abdulaziz,1 Aug 2005,23 Jan 2015,House of Saud
Saudi Arabia,Kings,7,Salman bin Abdulaziz,23 Jan 2015,Present,House of Saud
United Arab Emirates,Presidents,1,Zayed bin Sultan Al Nahyan,2 Dec 1971,2 Nov 2004,Al Nahyan
United Arab Emirates,Presidents,2,Khalifa bin Zayed Al Nahyan,3 Nov 2004,13 May 2022,Al Nahyan
United Arab Emirates,Presidents,3,Mohamed bin Zayed Al Nahyan,14 May 2022,Present,Al Nahyan
Yemen,Presidents,1,Ali Abdullah Saleh,22 May 1990,27 Feb 2012,General People's Congress
Yemen,Presidents,2,Abdrabbuh Mansur Hadi,27 Feb 2012,7 Apr 2022,General People's Congress
Yemen,Presidents,3,Rashad al-Alimi,7 Apr 2022,Present,Presidential Leadership Council
Armenia,Presidents,1,Levon Ter-Petrosyan,11 Nov 1991,3 Feb 1998,Armenian Pan-National Movement
Armenia,Presidents,2,Robert Kocharyan,9 Apr 1998,9 Apr 2008,Independent
Armenia,Presidents,3,Serzh Sargsyan,9 Apr 2008,9 Apr 2018,Republican Party of Armenia
Armenia,Presidents,4,Armen Sarkissian,9 Apr 2018,1 Feb 2022,Independent
Armenia,Presidents,5,Vahagn Khachaturyan,13 Mar 2022,Present,Independent
Azerbaijan,Presidents,1,Ayaz Mutalibov,30 Aug 1991,6 Mar 1992,Communist Party of Azerbaijan
Azerbaijan,Presidents,2,Abulfaz Elchibey,16 Jun 1992,1 Sep 1993,Azerbaijani Popular Front Party
Azerbaijan,Presidents,3,Heydar Aliyev,10 Oct 1993,31 Oct 2003,New Azerbaijan Party
Azerbaijan,Presidents,4,Ilham Aliyev,31 Oct 2003,Present,New Azerbaijan Party
Georgia,Presidents,1,Zviad Gamsakhurdia,14 Apr 1991,6 Jan 1992,Round Table — Free Georgia
Georgia,Presidents,2,Eduard Shevardnadze,26 Nov 1995,23 Nov 2003,Union of Citizens of Georgia
Georgia,Presidents,3,Mikheil Saakashvili,25 Jan 2004,17 Nov 2013,United National Movement
Georgia,Presidents,4,Giorgi Margvelashvili,17 Nov 2013,16 Dec 2018,Georgian Dream
Georgia,Presidents,5,Salome Zourabichvili,16 Dec 2018,Present,Independent
Iran,Supreme Leaders,1,Ruhollah Khomeini,3 Dec 1979,3 Jun 1989,Islamic Republican Party
Iran,Supreme Leaders,2,Ali Khamenei,4 Jun 1989,Present,Combatant Clergy Association
Iran,Presidents,1,Abolhassan Banisadr,5 Feb 1980,22 Jun 1981,Independent
Iran,Presidents,2,Mohammad-Ali Rajai,2 Aug 1981,30 Aug 1981,Islamic Republican Party
Iran,Presidents,3,Ali Khamenei,13 Oct 1981,3 Aug 1989,Islamic Republican Party
Iran,Presidents,4,Akbar Hashemi Rafsanjani,3 Aug 1989,3 Aug 1997,Combatant Clergy Association
Iran,Presidents,5,Mohammad Khatami,3 Aug 1997,3 Aug 2005,Association of Combatant Clerics
Iran,Presidents,6,Mahmoud Ahmadinejad,3 Aug 2005,3 Aug 2013,Alliance of Builders of Islamic Iran
Iran,Presidents,7,Hassan Rouhani,3 Aug 2013,3 Aug 2021,Moderation and Development Party
Iran,Presidents,8,Ebrahim Raisi,3 Aug 2021,19 May 2024,Combatant Clergy Association
Israel,Prime Ministers,1,David Ben-Gurion,Mapai,14/05/1948,
Israel,Prime Ministers,2,Moshe Sharett,Mapai,26/01/1954,
Israel,Prime Ministers,=1,David Ben-Gurion,Mapai,14/05/1948,
Israel,Prime Ministers,3,Levi Eshkol,Mapai / Alignment,26/06/1963,
Israel,Prime Ministers,-,Yigal Allon (Acting),Alignment,26/02/1969,
Israel,Prime Ministers,4,Golda Meir,Alignment,17/03/1969,
Israel,Prime Ministers,5,Yitzhak Rabin,Labour,03/06/1974,
Israel,Prime Ministers,6,Menachem Begin,Likud,20/06/1977,
Israel,Prime Ministers,7,Yitzhak Shamir,Likud,10/10/1983,
Israel,Prime Ministers,8,Shimon Peres,Labour,13/09/1984,
Israel,Prime Ministers,=7,Yitzhak Shamir,Likud,10/10/1983,
Israel,Prime Ministers,=5,Yitzhak Rabin,Labour,03/06/1974,
Israel,Prime Ministers,=8,Shimon Peres,Labour,13/09/1984,
Israel,Prime Ministers,9,Benjamin Netanyahu,Likud,18/06/1996,
Israel,Prime Ministers,10,Ehud Barak,One Israel (Labour),06/07/1999,
Israel,Prime Ministers,11,Ariel Sharon,Likud / Kadima,07/03/2001,
Israel,Prime Ministers,12,Ehud Olmert,Kadima,14/04/2006,
Israel,Prime Ministers,=9,Benjamin Netanyahu,Likud,31/03/2009,
Israel,Prime Ministers,13,Naftali Bennett,Yamina,13/06/2021,
Israel,Prime Ministers,14,Yair Lapid,Yesh Atid,01/07/2022,
Israel,Prime Ministers,=9,Benjamin Netanyahu,Likud,29/12/2022,
Iraq,Presidents,1,Saddam Hussein,16 Jul 1979,9 Apr 2003,Ba'ath Party
Iraq,Presidents,2,Ghazi Mashal Ajil al-Yawer,1 Jun 2004,7 Apr 2005,Independent
Iraq,Presidents,3,Jalal Talabani,7 Apr 2005,24 Jul 2014,Patriotic Union of Kurdistan
Iraq,Presidents,4,Fuad Masum,24 Jul 2014,2 Oct 2018,Patriotic Union of Kurdistan
Iraq,Presidents,5,Barham Salih,2 Oct 2018,13 Oct 2022,Patriotic Union of Kurdistan
Iraq,Presidents,6,Abdul Latif Rashid,13 Oct 2022,Present,Patriotic Union of Kurdistan
Jordan,Kings,1,Abdullah I,25 May 1946,20 Jul 1951,Hashemite
