sport,gender,competition_tour,competition_type,competition,competition_area,season,month,host_city,host_state,host_country,champion,champion_conference,champion_score,champion_manager,champion_manager_country,runner_up,runner_up_conference,runner_up_score,host_venue,attendance,third_place,third_place_conference,fourth_place,number_of_teams
Chess,,World Rapid & Blitz,rapid,World Rapid,,2017,,Riyadh,,Saudi Arabia,Viswanathan Anand,India,,,,Vladimir Fedoseev,,,,,Ian Nepomniachtchi,Russia,,
Chess,,World Rapid & Blitz,rapid,World Rapid,,2018,,Saint Petersburg,,Russia,Daniil Dubov,Russia,,,,Shakhriyar Mamedyarov,Azerbaijan,,,,Hikaru Nakamura,United States,,
Chess,,World Rapid & Blitz,rapid,World Rapid,,2019,,Moscow,,Russia,Magnus Carlsen,Norway,,,,Alireza Firouzja,France,,,,Hikaru Nakamura,United States,,
Chess,,World Rapid & Blitz,rapid,World Rapid,,2021,,Warsaw,,Poland,Nodirbek Abdusattorov,Uzbekistan,,,,Ian Nepomniachtchi,Russia,,,,Magnus Carlsen,Norway,,
Chess,,World Rapid & Blitz,rapid,World Rapid,,2022,,Almaty,,Kazakhstan,Magnus Carlsen,Norway,,,,Vincent Keymer,Germany,,,,Fabiano Caruana,United States,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2011,,,,,Natus Vincere,Ukrainia,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2012,,,,,Invictus Gaming,China,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2013,,,,,Alliance,Sweden,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2014,,,,,Newbee,China,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2015,,,,,Evil Geniuses,United States,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2016,,,,,Wings Gaming,China,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2017,,,,,Team Liquid,Netherlands,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2018,,,,,OG,Europe,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2019,,,,,OG,Europe,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2021,,,,,Team Spirit,Russia,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2022,,,,,Tundra Esports,United Kingom,,,,,,,,,,,,
Defense of the Ancients 2 (DotA 2),,World Championship,,The International,,2023,,,,,Team Spirit,Russia,,,,,,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2004,,Zurich,,Switzerland,Thiago Carrico de Azevedo,Brazil,,,,Matija Biljeskovic,United States,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2005,,London,,England,Chris Bullard,England,,,,Gábor Mokos,Hungary,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2006,,Amsterdam,,Netherlands,Andries Smit,Netherlands,,,,Wolfgang Meier,Austria,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2008,,Berlin,,Germany,Alfonso Ramos,Spain,,,,Michael Ribeiro,United States,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2009,,Barcelona,,Spain,Bruce Grannec,France,,,,Ruben Morales Zerecero,Mexico,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2010,,Barcelona,,Spain,Nenad Stojkovic,Serbia,,,,Ayhan Altundag,Germany,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2011,,Los Angeles,,United States,Francisco Cruz,Portugal,,,,Javier Munoz,Columbia,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2012,,Dubai,,United Arab Emirates,Alfonso Ramos,Spain,,,,Bruce Grannec,France,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2013,,Madrid,,Spain,Bruce Grannec,France,,,,Andrei Torres Vivero,Mexico,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2014,,Rio de Janeiro,,Brazil,August Rosenmeier,Denmark,,,,David Bytheway,England,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2015,,Munich,,Germany,Abdulaziz Alshehri,Saudi Arabia,,,,Julien Dassonville,France,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2016,,New York City,,United States,Mohamad Al-Bacha,Denmark,,,,Sean Allen,England,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2017,,London,,England,Spencer Ealing,England,,,,Kai Wollin,Germany,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2018,,London,,England,Mosaad Al Dossary,Saudi Arabia,,,,Stefano Pinna,Belgium,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2019,,London,,England,Mohammed Harkous,Germany,,,,Mosaad Aldossary,Saudi Arabia,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2020,,Seoul,,South Korea,Mosaad Al Dossary,Saudi Arabia,,,,Nicolas Villalba,Argentina,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2021,,Melbourne,,Australia,Nicolas Villalba,Argentina,,,,Mohammed Harkous,Germany,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2022,,Copenhagen,,Denmark,Umut Gültekin,Germany,,,,Nicolas Villalba,Argentina,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2023,,Riyadh,,Saudi Arabia,Manuel Bachoore,Netherlands,,,,Mark Zakhary,Australia,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2024,,Singapore,,Singapore,,,,,,,,,,,,,,
FIFA,,World Championship,,FIFAe World Cup,,2025,,Tokyo,,Japan,,,,,,,,,,,,,,
Football,male,,,AFC Asian Cup,Asia,1956,,,,Hong Kong,South Korea,,,,,Israel,,,,,Hong Kong,,South Vietnam,
Football,male,,,AFC Asian Cup,Asia,1960,,,,South Korea,South Korea,,,,,Israel,,,,,Taiwan,,South Vietnam,
Football,male,,,AFC Asian Cup,Asia,1964,,,,Israel,Israel,,,,,India,,,,,South Korea,,Hong Kong,
Football,male,,,AFC Asian Cup,Asia,1968,,,,Iran,Iran,,,,,Burma,,,,,Israel,,Taiwan,
Football,male,,,AFC Asian Cup,Asia,1972,,,,Thailand,Iran,,,,,South Korea,,,,,Thailand,,Cambodia,
Football,male,,,AFC Asian Cup,Asia,1976,,,,Iran,Iran,,,,,Kuwait,,,,,China,,Iraq,
Football,male,,,AFC Asian Cup,Asia,1980,,,,Kuwait,Kuwait,,,,,South Korea,,,,,Iran,,North Korea,
Football,male,,,AFC Asian Cup,Asia,1984,,,,Singapore,Saudi Arabia,,,,,China,,,,,Kuwait,,Iran,
Football,male,,,AFC Asian Cup,Asia,1988,,,,Qatar,Saudi Arabia,,,,,South Korea,,,,,Iran,,China,
Football,male,,,AFC Asian Cup,Asia,1992,,,,Japan,Japan,,,,,Saudi Arabia,,,,,China,,United Arab Emirates,
Football,male,,,AFC Asian Cup,Asia,1996,,,,UAE,Saudi Arabia,,,,,United Arab Emirates,,,,,Iran,,Kuwait,
Football,male,,,AFC Asian Cup,Asia,2000,,,,Lebanon,Japan,,,,,Saudi Arabia,,,,,South Korea,,China,
Football,male,,,AFC Asian Cup,Asia,2004,,,,China,Japan,,,,,China,,,,,Iran,,Bahrain,
Football,male,,,AFC Asian Cup,Asia,2007,,,,Indonesia;Malaysia;Thailand;Vietnam,Iraq,,,,,Saudi Arabia,,,,,South Korea,,Japan,
Football,male,,,AFC Asian Cup,Asia,2011,,,,Qatar,Japan,,,,,Australia,,,,,South Korea,,Uzbekistan,
Football,male,,,AFC Asian Cup,Asia,2015,,,,Australia,Australia,,,,,South Korea,,,,,United Arab Emirates,,Iraq,
Football,male,,,AFC Asian Cup,Asia,2019,,,,UAE,Qatar,,,,,Japan,,,,,,,,
Football,male,,,AFF Cup,Asia,1996,,,,Singapore,Thailand,,1,,,Malaysia,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,1998,,,,Vietnam,Singapore,,1,,,Vietnam,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,2000,,,,Thailand,Thailand,,4,,,Indonesia,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,2002,,,,Indonesia,Thailand,,2,,,Indonesia,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,2004,,,,Malaysia,Singapore,,3,,,Indonesia,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,2007,,,,Singapore,Singapore,,2,,,Thailand,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,2008,,,,Indonesia,Vietnam,,2,,,Thailand,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,2010,,,,Indonesia,Malaysia,,3,,,Indonesia,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,2012,,,,Malaysia,Singapore,,3,,,Thailand,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,2014,,,,Singapore,Thailand,,2,,,Malaysia,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,2016,,,,Myanmar,Thailand,,1,,,Indonesia,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,2018,,,,,Vietnam,,2,,,Malaysia,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,2020,,,,Singapore,Thailand,,4,,,Indonesia,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,2022,,,,,Thailand,,2,,,Vietnam,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Singapore,,,,,,,,,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Vietnam,,,2,,,,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Thailand,,,1,,,,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Thailand,,,1,,,,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Vietnam,,,1,,,,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Thailand,,,0,,,,,1.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Vietnam,,,2,,,,,3.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,Philippines,,,2,,,,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,,,,1,,,,,0.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,,,,2,,,,,2.0,,,,,,
Football,male,,,AFF Cup,Asia,,,,,,,,1,,,,,0.0,,,,,,
Football,male,,,Copa América,South America,1919,,,,,Brazil,,1,,,Uruguay,,0.0,,,,,,
Football,male,,,Copa América,South America,1922,,,,,Brazil,,3,,,Paraguay,,0.0,,,,,,
Football,male,,,Copa América,South America,1937,,,,,Argentina,,2,,,Brazil,,0.0,,,,,,
Football,male,,,Copa América,South America,1949,,,,,Brazil,,7,,,Paraguay,,0.0,,,,,,
Football,male,,,Copa América,South America,1953,,,,,Paraguay,,3,,,Brazil,,2.0,,,,,,
Football,male,,,Copa América,South America,1975,,,,,Peru,,,,,Colombia,,,,,,,,
Football,male,,,Copa América,South America,1979 ,,,,,Paraguay,,,,,Chile,,,,,,,,
Football,male,,,Copa América,South America,1983,,,,,Uruguay,,,,,Brazil,,,,,,,,
Football,male,,,Copa América,South America,1987,,,,,Uruguay,,1,,,Chile ,,0.0,,,,,,
Football,male,,,Copa América,South America,1993,,,,,Argentina,,2,,,Mexico,,1.0,,,,,,
Football,male,,,Copa América,South America,1995,,,,,Uruguay,,1,,,Brazil,,1.0,,,,,,
Football,male,,,Copa América,South America,1997,,,,,Brazil,,3,,,Bolivia,,1.0,,,,,,
Football,male,,,Copa América,South America,1999,,,,,Brazil,,3,,,Uruguay,,0.0,,,,,,
Football,male,,,Copa América,South America,2001,,,,,Colombia,,1,,,Mexico,,0.0,,,,,,
Football,male,,,Copa América,South America,2004,,,,,Brazil,,2,,,Argentina,,2.0,,,,,,
Football,male,,,Copa América,South America,2007,,,,,Brazil,,3,,,Argentina,,0.0,,,,,,
Football,male,,,Copa América,South America,2011,,,,,Uruguay,,3,,,Paraguay,,0.0,,,,,,
Football,male,,,Copa América,South America,2015,,,,,Chile,,0,,,Argentina,,0.0,,,,,,
Football,male,,,Copa América,South America,2016,,,,,Chile,,0,,,Argentina,,0.0,,,,,,
Football,male,,,Copa América,South America,2019 ,,,,,Brazil,,3,,,Peru,,1.0,,,,,,
Football,male,,,Copa América,South America,2021 ,,,,,Argentina,,1,,,Brazil,,0.0,,,,,,
Football,,England,,EFL Cup,,1961,,,,,Aston Villa,England,0-2,,,Rotherham United,England,,Millmoor,12226,,,,
Football,,England,,EFL Cup,,1962,,,,,Norwich City,England,3-0,,,Rochdale,England,,Spotland,11123,,,,
Football,,England,,EFL Cup,,1963,,,,,Birmingham City,England,3-1,,,Aston Villa,England,,St Andrew's,31850,,,,
Football,,England,,EFL Cup,,1964,,,,,Leicester City,England,1-1,,,Stoke City,England,,Victoria Ground,22309,,,,
Football,,England,,EFL Cup,,1965,,,,,Chelsea,England,3-2,,,Leicester City,England,,Stamford Bridge,20690,,,,
Football,,England,,EFL Cup,,1966,,,,,West Bromwich Albion,England,1-2,,,West Ham United,England,,Boleyn Ground,28341,,,,
Football,,England,,EFL Cup,,1967,,,,,Queens Park Rangers,England,3-2,,,West Bromwich Albion,England,,Wembley Stadium,97952,,,,
Football,,England,,EFL Cup,,1968,,,,,Leeds United,England,1-0,,,Arsenal,England,,Wembley Stadium,97887,,,,
Football,,England,,EFL Cup,,1969,,,,,Swindon Town,England,3-1,,,Arsenal,England,,Wembley Stadium,98189,,,,
Football,,England,,EFL Cup,,1970,,,,,Manchester City,England,2-1,,,West Bromwich Albion,England,,Wembley Stadium,97963,,,,
Football,,England,,EFL Cup,,1971,,,,,Tottenham Hotspur,England,2-0,,,Aston Villa,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1972,,,,,Stoke City,England,2-1,,,Chelsea,England,,Wembley Stadium,97852,,,,
Football,,England,,EFL Cup,,1973,,,,,Tottenham Hotspur,England,1-0,,,Norwich City,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1974,,,,,Wolverhampton Wanderers,England,2-1,,,Manchester City,England,,Wembley Stadium,97886,,,,
Football,,England,,EFL Cup,,1975,,,,,Aston Villa,England,1-0,,,Norwich City,England,,Wembley Stadium,95946,,,,
Football,,England,,EFL Cup,,1976,,,,,Manchester City,England,2-1,,,Newcastle United,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1977,,,,,Aston Villa,England,0-0,,,Everton,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1978,,,,,Nottingham Forest,England,0-0,,,Liverpool,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1979,,,,,Nottingham Forest,England,3-2,,,Southampton,England,,Wembley Stadium,96952,,,,
Football,,England,,EFL Cup,,1980,,,,,Wolverhampton Wanderers,England,1-0,,,Nottingham Forest,England,,Wembley Stadium,96527,,,,
Football,,England,,EFL Cup,,1981,,,,,Liverpool,England,1-1,,,West Ham United,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1982,,,,,Liverpool,England,3-1,,,Tottenham Hotspur,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1983,,,,,Liverpool,England,2-1,,,Manchester United,England,,Wembley Stadium,99304,,,,
Football,,England,,EFL Cup,,1984,,,,,Liverpool,England,0-0,,,Everton,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1985,,,,,Norwich City,England,1-0,,,Sunderland,England,,Wembley Stadium,100000,,,,
Football,,England,,EFL Cup,,1986,,,,,Oxford United,England,3-0,,,Queens Park Rangers,England,,Wembley Stadium,90396,,,,
Football,,England,,EFL Cup,,1987,,,,,Arsenal,England,2-1,,,Liverpool,England,,Wembley Stadium,96000,,,,
Football,,England,,EFL Cup,,1988,,,,,Luton Town,England,3-2,,,Arsenal,England,,Wembley Stadium,95732,,,,
Football,,England,,EFL Cup,,1989,,,,,Nottingham Forest,England,3-1,,,Luton Town,England,,Wembley Stadium,76130,,,,
Football,,England,,EFL Cup,,1990,,,,,Nottingham Forest,England,1-0,,,Oldham Athletic,England,,Wembley Stadium,74343,,,,
Football,,England,,EFL Cup,,1991,,,,,Sheffield Wednesday,England,1-0,,,Manchester United,England,,Wembley Stadium,77612,,,,
Football,,England,,EFL Cup,,1992,,,,,Manchester United,England,1-0,,,Nottingham Forest,England,,Wembley Stadium,76810,,,,
Football,,England,,EFL Cup,,1993,,,,,Arsenal,England,2-1,,,Sheffield Wednesday,England,,Wembley Stadium,74007,,,,
Football,,England,,EFL Cup,,1994,,,,,Aston Villa,England,3-1,,,Manchester United,England,,Wembley Stadium,77231,,,,
Football,,England,,EFL Cup,,1995,,,,,Liverpool,England,2-1,,,Bolton Wanderers,England,,Wembley Stadium,75595,,,,
Football,,England,,EFL Cup,,1996,,,,,Aston Villa,England,3-0,,,Leeds United,England,,Wembley Stadium,77065,,,,
Football,,England,,EFL Cup,,1997,,,,,Leicester City,England,1-1,,,Middlesbrough,England,,Wembley Stadium,76757,,,,
Football,,England,,EFL Cup,,1998,,,,,Chelsea,England,2-0,,,Middlesbrough,England,,Wembley Stadium,77698,,,,
Football,,England,,EFL Cup,,1999,,,,,Tottenham Hotspur,England,1-0,,,Leicester City,England,,Wembley Stadium,77892,,,,
Football,,England,,EFL Cup,,2000,,,,,Leicester City,England,2-1,,,Tranmere Rovers,England,,Wembley Stadium,74313,,,,
Football,,England,,EFL Cup,,2001,,,,,Liverpool,England,1-1,,,Birmingham City,England,,Millennium Stadium,73500,,,,
Football,,England,,EFL Cup,,2002,,,,,Blackburn Rovers,England,2-1,,,Tottenham Hotspur,England,,Millennium Stadium,72500,,,,
Football,,England,,EFL Cup,,2003,,,,,Liverpool,England,2-0,,,Manchester United,England,,Millennium Stadium,74500,,,,
Football,,England,,EFL Cup,,2004,,,,,Middlesbrough,England,2-1,,,Bolton Wanderers,England,,Millennium Stadium,72634,,,,
Football,,England,,EFL Cup,,2005,,,,,Chelsea,England,3-2,,,Liverpool,England,,Millennium Stadium,78000,,,,
Football,,England,,EFL Cup,,2006,,,,,Manchester United,England,4-0,,,Wigan Athletic,England,,Millennium Stadium,66866,,,,
Football,,England,,EFL Cup,,2007,,,,,Chelsea,England,2-1,,,Arsenal,England,,Millennium Stadium,70073,,,,
Football,,England,,EFL Cup,,2008,,,,,Tottenham Hotspur,England,2-1,,,Chelsea,England,,Wembley Stadium,87660,,,,
Football,,England,,EFL Cup,,2009,,,,,Manchester United,England,0-0,,,Tottenham Hotspur,England,,Wembley Stadium,88217,,,,
Football,,England,,EFL Cup,,2010,,,,,Manchester United,England,2-1,,,Aston Villa,England,,Wembley Stadium,88596,,,,
Football,,England,,EFL Cup,,2011,,,,,Birmingham City,England,2-1,,,Arsenal,England,,Wembley Stadium,88851,,,,
Football,,England,,EFL Cup,,2012,,,,,Liverpool,England,2-2,,,Cardiff City,Wales,,Wembley Stadium,89041,,,,
Football,,England,,EFL Cup,,2013,,,,,Swansea City,Wales,5-0,,,Bradford City,England,,Wembley Stadium,82597,,,,
Football,,England,,EFL Cup,,2014,,,,,Manchester City,England,3-1,,,Sunderland,England,,Wembley Stadium,84697,,,,
Football,,England,,EFL Cup,,2015,,,,,Chelsea,England,2-0,,,Tottenham Hotspur,England,,Wembley Stadium,89294,,,,
Football,,England,,EFL Cup,,2016,,,,,Manchester City,England,1-1,,,Liverpool,England,,Wembley Stadium,80626,,,,
Football,,England,,EFL Cup,,2017,,,,,Manchester United,England,3-2,,,Southampton,England,,Wembley Stadium,85264,,,,
Football,,England,,EFL Cup,,2018,,,,,Manchester City,England,3-0,,,Arsenal,England,,Wembley Stadium,85671,,,,
Football,,England,,EFL Cup,,2019,,,,,Manchester City,England,0-0,,,Chelsea,England,,Wembley Stadium,81775,,,,
Football,,England,,EFL Cup,,2020,,,,,Manchester City,England,2-1,,,Aston Villa,England,,Wembley Stadium,82145,,,,
Football,,England,,EFL Cup,,2021,,,,,Manchester City,England,1-0,,,Tottenham Hotspur,England,,Wembley Stadium,7773,,,,
Football,,England,,EFL Cup,,2022,,,,,Liverpool,England,0-0,,,Chelsea,England,,Wembley Stadium,85512,,,,
Football,,England,,EFL Cup,,2023,,,,,Manchester United,England,2-0,,,Newcastle United,England,,Wembley Stadium,87306,,,,
Football,,England,,EFL Cup,,,,,,,,,3-0,,,,,,Villa Park,31202,,,,
Football,,England,,EFL Cup,,,,,,,,,1-0,,,,,,Carrow Road,19708,,,,
Football,,England,,EFL Cup,,,,,,,,,0-0,,,,,,Villa Park,37921,,,,
Football,,England,,EFL Cup,,,,,,,,,3-2,,,,,,Filbert Street,25372,,,,
Football,,England,,EFL Cup,,,,,,,,,0-0,,,,,,Filbert Street,26958,,,,
Football,,England,,EFL Cup,,,,,,,,,4-1,,,,,,The Hawthorns,31925,,,,
Football,,England,,EFL Cup,,,,,,,,,1-1,,,,,,Hillsborough Stadium,55000,,,,
Football,,England,,EFL Cup,,,,,,,,,3-2,,,,,,Old Trafford,54749,,,,
Football,,England,,EFL Cup,,,,,,,,,1-0,,,,,,Old Trafford,54375,,,,
Football,,England,,EFL Cup,,,,,,,,,2-1,,,,,,Villa Park,36693,,,,
Football,,England,,EFL Cup,,,,,,,,,1-0,,,,,,Maine Road,52089,,,,
Football,,England,,EFL Cup,,,,,,,,England,1-0,,,,,,Hillsborough Stadium,39428,,,,
Football,,England,,FA Cup,,1871-72,,,,,Wanderers,,1-0,,,Royal Engineers,,,Kennington Oval,"2,000",,,,
Football,,England,,FA Cup,,1872-73,,,,,Wanderers,,2-0,,,Oxford University,,,Lillie Bridge,"3,000",,,,
Football,,England,,FA Cup,,1873-74,,,,,Oxford University,,2-0,,,Royal Engineers,,,Kennington Oval,"2,000",,,,
Football,,England,,FA Cup,,1874-75,,,,,Royal Engineers,,1-1,,,Old Etonians,,,Kennington Oval,"2,000",,,,
Football,,England,,FA Cup,,1875-76,,,,,Wanderers,,1-1,,,Old Etonians,,,Kennington Oval,"3,500",,,,
Football,,England,,FA Cup,,1876-77,,,,,Wanderers,,2-1,,,Oxford University,,,Kennington Oval,"3,000",,,,
Football,,England,,FA Cup,,1877-78,,,,,Wanderers,,3-1,,,Royal Engineers,,,Kennington Oval,"4,500",,,,
Football,,England,,FA Cup,,1878-79,,,,,Old Etonians,,1-0,,,Clapham Rovers,,,Kennington Oval,"5,000",,,,
Football,,England,,FA Cup,,1879-80,,,,,Clapham Rovers,,1-0,,,Oxford University,,,Kennington Oval,"6,000",,,,
Football,,England,,FA Cup,,1880-81,,,,,Old Carthusians,,3-0,,,Old Etonians,,,Kennington Oval,"4,000",,,,
Football,,England,,FA Cup,,1881-82,,,,,Old Etonians,,1-0,,,Blackburn Rovers,,,Kennington Oval,"6,500",,,,
Football,,England,,FA Cup,,1882-83,,,,,Blackburn Olympic,,2-1,,,Old Etonians,,,Kennington Oval,"8,000",,,,
Football,,England,,FA Cup,,1883-84,,,,,Blackburn Rovers,,2-1,,,Scotland Queen's Park,,,Kennington Oval,"4,000",,,,
Football,,England,,FA Cup,,1884-85,,,,,Blackburn Rovers,,2-0,,,Scotland Queen's Park,,,Kennington Oval,"12,500",,,,
Football,,England,,FA Cup,,1885-86,,,,,Blackburn Rovers,,0-0,,,West Bromwich Albion,,,Kennington Oval,"15,000",,,,
Football,,England,,FA Cup,,1886-87,,,,,Aston Villa,,2-0,,,West Bromwich Albion,,,Kennington Oval,"15,500",,,,
Football,,England,,FA Cup,,1887-88,,,,,West Bromwich Albion,,2-1,,,Preston North End,,,Kennington Oval,"19,000",,,,
Football,,England,,FA Cup,,1888-89,,,,,Preston North End,,3-0,,,Wolverhampton Wanderers,,,Kennington Oval,"22,000",,,,
Football,,England,,FA Cup,,1889-90,,,,,Blackburn Rovers,,6-1,,,The Wednesday,,,Kennington Oval,"20,000",,,,
Football,,England,,FA Cup,,1890-91,,,,,Blackburn Rovers,,3-1,,,Notts County,,,Kennington Oval,"23,000",,,,
Football,,England,,FA Cup,,1891-92,,,,,West Bromwich Albion,,3-0,,,Aston Villa,,,Kennington Oval,"32,810",,,,
Football,,England,,FA Cup,,1892-93,,,,,Wolverhampton Wanderers,,1-0,,,Everton,,,Fallowfield Stadium,"45,000",,,,
Football,,England,,FA Cup,,1893-94,,,,,Notts County,,4-1,,,Bolton Wanderers,,,Goodison Park,"37,000",,,,
Football,,England,,FA Cup,,1894-95,,,,,Aston Villa,,1-0,,,West Bromwich Albion,,,Crystal Palace,"42,560",,,,
Football,,England,,FA Cup,,1895-96,,,,,The Wednesday,,2-1,,,Wolverhampton Wanderers,,,Crystal Palace,"48,836",,,,
Football,,England,,FA Cup,,1896-97,,,,,Aston Villa,,3-2,,,Everton,,,Crystal Palace,"65,891",,,,
Football,,England,,FA Cup,,1897-98,,,,,Nottingham Forest,,3-1,,,Derby County,,,Crystal Palace,"62,017",,,,
Football,,England,,FA Cup,,1898-99,,,,,Sheffield United,,4-1,,,Derby County,,,Crystal Palace,"73,833",,,,
Football,,England,,FA Cup,,1899-1900,,,,,Bury,,4-0,,,Southampton,,,Crystal Palace,"68,945",,,,
Football,,England,,FA Cup,,1900-01,,,,,Tottenham Hotspur,,2-2,,,Sheffield United,,,Crystal Palace,"110,820",,,,
Football,,England,,FA Cup,,1901-02,,,,,Sheffield United,,1-1,,,Southampton,,,Crystal Palace,"76,914",,,,
Football,,England,,FA Cup,,1902-03,,,,,Bury,,6-0,,,Derby County,,,Crystal Palace,"63,102",,,,
Football,,England,,FA Cup,,1903-04,,,,,Manchester City,,1-0,,,Bolton Wanderers,,,Crystal Palace,"61,374",,,,
Football,,England,,FA Cup,,1904-05,,,,,Aston Villa,,2-0,,,Newcastle United,,,Crystal Palace,"101,117",,,,
Football,,England,,FA Cup,,1905-06,,,,,Everton,,1-0,,,Newcastle United,,,Crystal Palace,"75,609",,,,
Football,,England,,FA Cup,,1906-07,,,,,The Wednesday,,2-1,,,Everton,,,Crystal Palace,"84,594",,,,
Football,,England,,FA Cup,,1907-08,,,,,Wolverhampton Wanderers,,3-1,,,Newcastle United,,,Crystal Palace,"74,697",,,,
Football,,England,,FA Cup,,1908-09,,,,,Manchester United,,1-0,,,Bristol City,,,Crystal Palace,"71,401",,,,
Football,,England,,FA Cup,,1909-10,,,,,Newcastle United,,1-1,,,Barnsley,,,Crystal Palace,"77,747",,,,
Football,,England,,FA Cup,,1910-11,,,,,Bradford City,,0-0,,,Newcastle United,,,Crystal Palace,"69,068",,,,
Football,,England,,FA Cup,,1911-12,,,,,Barnsley,,0-0,,,West Bromwich Albion,,,Crystal Palace,"54,556",,,,
Football,,England,,FA Cup,,1912-13,,,,,Aston Villa,,1-0,,,Sunderland,,,Crystal Palace,"121,919",,,,
Football,,England,,FA Cup,,1913-14,,,,,Burnley,,1-0,,,Liverpool,,,Crystal Palace,"72,778",,,,
Football,,England,,FA Cup,,1914-15,,,,,Sheffield United,,3-0,,,Chelsea,,,Old Trafford,"49,557",,,,
Football,,England,,FA Cup,,1919-20,,,,,Aston Villa,,1-0,,,Huddersfield Town,,,Stamford Bridge,"50,018",,,,
Football,,England,,FA Cup,,1920-21,,,,,Tottenham Hotspur,,1-0,,,Wolverhampton Wanderers,,,Stamford Bridge,"72,805",,,,
Football,,England,,FA Cup,,1921-22,,,,,Huddersfield Town,,1-0,,,Preston North End,,,Stamford Bridge,"53,000",,,,
Football,,England,,FA Cup,,1922-23,,,,,Bolton Wanderers,,2-0,,,West Ham United,,,Wembley Stadium (original),"126,047",,,,
Football,,England,,FA Cup,,1923-24,,,,,Newcastle United,,2-0,,,Aston Villa,,,Wembley Stadium (original),"91,695",,,,
Football,,England,,FA Cup,,1924-25,,,,,Sheffield United,,1-0,,,Wales Cardiff City,,,Wembley Stadium (original),"91,763",,,,
